,id,budget,revenue
0,19995,237000000,2787965087.0
1,285,300000000,961000000.0
2,206647,245000000,880674609.0
3,49026,250000000,1084939099.0
4,49529,260000000,284139100.0
5,559,258000000,890871626.0
6,38757,260000000,591794936.0
7,99861,280000000,1405403694.0
8,767,250000000,933959197.0
9,209112,250000000,873260194.0
10,1452,270000000,391081192.0
11,10764,200000000,586090727.0
12,58,200000000,1065659812.0
13,57201,255000000,89289910.0
14,49521,225000000,662845518.0
15,2454,225000000,419651413.0
16,24428,220000000,1519557910.0
17,1865,380000000,1045713802.0
18,41154,225000000,624026776.0
19,122917,250000000,956019788.0
20,1930,215000000,752215857.0
21,20662,200000000,310669540.0
22,57158,250000000,958400000.0
23,2268,180000000,372234864.0
24,254,207000000,550000000.0
25,597,200000000,1845034188.0
26,271110,250000000,1153304495.0
27,44833,209000000,303025485.0
28,135397,150000000,1513528810.0
29,37724,200000000,1108561013.0
30,558,200000000,783766341.0
31,68721,200000000,1215439994.0
32,12155,200000000,1025491110.0
33,36668,210000000,459359555.0
34,62211,200000000,743559607.0
35,8373,150000000,836297228.0
36,91314,210000000,1091405097.0
37,68728,200000000,491868548.0
38,102382,200000000,705717432.0
39,20526,170000000,400062763.0
40,49013,200000000,559852396.0
41,44912,200000000,219851172.0
42,10193,200000000,1066969703.0
43,534,200000000,371353001.0
44,168259,190000000,1506249360.0
45,72190,200000000,531865000.0
46,127585,250000000,747862775.0
47,54138,190000000,467365246.0
48,81005,195000000,197687603.0
49,64682,105000000,351040419.0
50,9543,150000000,335154643.0
51,68726,180000000,407602906.0
52,38356,195000000,1123746996.0
53,217,185000000,786636033.0
54,105864,175000000,331926147.0
55,62177,185000000,538983207.0
56,188927,185000000,343471816.0
57,10681,180000000,521311860.0
58,5174,140000000,258022233.0
59,14161,200000000,769653595.0
60,17979,200000000,325233863.0
61,76757,176000003,183987723.0
62,258489,180000000,356743061.0
63,411,180000000,748806957.0
64,246655,178000000,543934787.0
65,155,185000000,1004558444.0
66,14160,175000000,735099082.0
67,15512,175000000,381509870.0
68,1726,140000000,585174222.0
69,44826,170000000,185770160.0
70,8487,170000000,222104681.0
71,1735,145000000,401128639.0
72,297761,175000000,745000000.0
73,2698,175000000,173000000.0
74,137113,178000000,370541256.0
75,9804,175000000,264218220.0
76,14869,175000000,302469017.0
77,150540,175000000,857611174.0
78,278927,175000000,966550600.0
79,10138,200000000,623933331.0
80,58595,170000000,396600000.0
81,102651,180000000,758539785.0
82,119450,170000000,710644566.0
83,64686,175000000,150962475.0
84,100402,170000000,714766572.0
85,10192,165000000,752600867.0
86,158852,190000000,209154322.0
87,177572,165000000,652105443.0
88,82690,165000000,471222889.0
89,5255,165000000,305875730.0
90,47933,165000000,389681935.0
91,10191,165000000,494878759.0
92,296,200000000,435000000.0
93,118340,170000000,773328629.0
94,157336,165000000,675120017.0
95,27205,160000000,825532764.0
96,315011,15000000,77000000.0
97,49051,250000000,1021103568.0
98,9799,38000000,207283925.0
99,4922,150000000,333932083.0
100,49538,160000000,353624124.0
101,131634,160000000,653428261.0
102,27022,150000000,215283742.0
103,503,160000000,181674817.0
104,241259,170000000,299370084.0
105,810,160000000,798958165.0
106,68735,160000000,433677183.0
107,87101,155000000,440603537.0
108,10140,155000000,415686217.0
109,676,140000000,449220945.0
110,1858,150000000,709709780.0
111,1966,155000000,167298192.0
112,675,150000000,938212738.0
113,674,150000000,895921036.0
114,8960,150000000,624029371.0
115,6479,150000000,585349010.0
116,118,150000000,474968763.0
117,2062,150000000,623722818.0
118,272,150000000,374218673.0
119,10527,150000000,603900354.0
120,18360,150000000,413106170.0
121,2080,150000000,373062864.0
122,605,150000000,424988211.0
123,109445,150000000,1274219009.0
124,604,150000000,738599701.0
125,76338,170000000,644571402.0
126,76341,150000000,378858340.0
127,13448,150000000,356613439.0
128,10195,150000000,449326618.0
129,13053,150000000,309979994.0
130,19585,150000000,292817841.0
131,57165,150000000,301000000.0
132,62213,150000000,245527149.0
133,177677,150000000,682330139.0
134,5559,150000000,287594577.0
135,49444,150000000,665692281.0
136,10196,150000000,318502923.0
137,956,150000000,397850012.0
138,117251,150000000,205366737.0
139,50321,150000000,38992758.0
140,11619,149000000,64459316.0
141,266647,150000000,128388320.0
142,82703,145000000,272912430.0
143,652,175000000,497409852.0
144,80321,145000000,746921274.0
145,36669,140000000,431971116.0
146,43074,144000000,229147509.0
147,95,140000000,553799566.0
148,608,140000000,441818803.0
149,2310,70000000,195735876.0
150,140300,145000000,521170825.0
151,56292,145000000,694713380.0
152,81188,145000000,306941670.0
153,7552,100000000,202026112.0
154,616,140000000,456758981.0
155,147441,140000000,268031828.0
156,13475,150000000,385680446.0
157,557,139000000,821708551.0
158,82702,145000000,609123048.0
159,205584,140000000,150680864.0
160,10048,135000000,76932943.0
161,13183,130000000,185258983.0
162,944,140000000,285444603.0
163,1927,137000000,245360480.0
164,72559,130000000,371876278.0
165,7364,130000000,119269486.0
166,2114,137000000,85131830.0
167,1771,140000000,370569774.0
168,36643,135000000,361832400.0
169,8619,150000000,212011111.0
170,50620,120000000,829000000.0
171,65759,130000000,150406466.0
172,1724,150000000,163712074.0
173,267935,140000000,183345589.0
174,281957,135000000,532950503.0
175,77950,135000000,282570682.0
176,44896,135000000,245724603.0
177,270946,132000000,373552094.0
178,2503,70000000,442824138.0
179,9502,130000000,631744560.0
180,102899,130000000,519311965.0
181,101299,130000000,847423452.0
182,228161,135000000,368871007.0
183,74,132000000,591739379.0
184,8961,130000000,273339556.0
185,417859,130000000,554987477.0
186,27576,110000000,293329073.0
187,86834,125000000,362637473.0
188,17578,130000000,371940071.0
189,673,130000000,789804554.0
190,6972,130000000,49554002.0
191,82700,130000000,243843127.0
192,10567,127500000,354248063.0
193,181533,127000000,349424282.0
194,38055,130000000,321887208.0
195,671,125000000,976475550.0
196,49524,130000000,61648500.0
197,22,140000000,655011224.0
198,131631,125000000,752100229.0
199,591,125000000,767820459.0
200,172385,103000000,500188435.0
201,36658,110000000,407711549.0
202,51497,125000000,626137675.0
203,58574,125000000,334615000.0
204,18823,125000000,232713139.0
205,861,65000000,261317921.0
206,1911,160000000,61698899.0
207,49040,130000000,276572938.0
208,415,125000000,238207122.0
209,8871,123000000,345141403.0
210,435,125000000,544272402.0
211,955,125000000,546388105.0
212,2133,120000000,325756637.0
213,1979,130000000,289047763.0
214,87827,120000000,609016565.0
215,1250,110000000,228738393.0
216,324668,120000000,415484914.0
217,9471,120000000,259175788.0
218,70981,130000000,403170142.0
219,10996,120000000,169956806.0
220,68724,115000000,286140700.0
221,2789,105000000,115772733.0
222,97020,120000000,242688965.0
223,7459,120000000,93945766.0
224,42888,120000000,48668907.0
225,37834,117000000,261930431.0
226,75612,120000000,286168572.0
227,1895,113000000,850000000.0
228,1894,120000000,649398328.0
229,585,115000000,562816256.0
230,76170,120000000,415440673.0
231,1893,115000000,924317558.0
232,49519,135000000,585178928.0
233,2395,97250400,132900000.0
234,12100,115000000,77628265.0
235,290595,115000000,164602163.0
236,98566,125000000,477200000.0
237,49047,105000000,716392705.0
238,9619,116000000,178127760.0
239,308531,135000000,245623848.0
240,166424,120000000,167977596.0
241,1593,110000000,574480841.0
242,254128,110000000,470490832.0
243,714,110000000,333011068.0
244,2024,110000000,215294342.0
245,163,110000000,362744280.0
246,787,110000000,478207520.0
247,262500,110000000,295238201.0
248,2567,116000000,102000000.0
249,38745,112000000,237382724.0
250,40805,120000000,227817248.0
251,53182,110000000,337580051.0
252,41513,110000000,563749323.0
253,13700,110000000,103951461.0
254,262504,110000000,179246868.0
255,39254,110000000,299268508.0
256,77931,105000000,347434178.0
257,1639,160000000,164508066.0
258,80274,110000000,125537191.0
259,1571,110000000,383531464.0
260,120,93000000,871368364.0
261,10204,110000000,72178895.0
262,8489,107000000,87713825.0
263,2048,120000000,347234916.0
264,1495,130000000,211643158.0
265,10137,133000000,300135367.0
266,10198,105000000,267045765.0
267,286217,108000000,630161890.0
268,1635,126000000,162949164.0
269,24113,90000000,10372291.0
270,9679,90000000,237202299.0
271,98,103000000,457640427.0
272,180,102000000,358372926.0
273,672,100000000,876688482.0
274,36557,150000000,599045960.0
275,869,100000000,362211740.0
276,280,100000000,520000000.0
277,11322,80000000,214104620.0
278,4982,100000000,266465037.0
279,36955,115000000,378882411.0
280,18487,100000000,150166126.0
281,39451,100000000,310650585.0
282,27581,100000000,170432927.0
283,9268,100000000,242295562.0
284,68718,100000000,425368238.0
285,10545,100000000,100138851.0
286,11688,100000000,169327687.0
287,76163,100000000,312573423.0
288,2059,100000000,347451894.0
289,2486,100000000,249288105.0
290,16523,100000000,100086793.0
291,116711,100000000,268426634.0
292,37710,100000000,278731369.0
293,9946,100000000,211989043.0
294,1372,100000000,170877916.0
295,106646,100000000,392000694.0
296,414,100000000,336529144.0
297,563,105000000,121214377.0
298,83542,102000000,130482868.0
299,41216,80000000,140073390.0
300,314,100000000,82102379.0
301,184315,100000000,243400000.0
302,9016,140000000,109578115.0
303,18162,100000000,68688831.0
304,138103,90000000,206172544.0
305,257088,105000000,133718711.0
306,205775,100000000,93820758.0
307,11692,100000000,7103973.0
308,22972,100000000,94882889.0
309,227973,99000000,246233113.0
310,29193,10000000,13835130.0
311,1734,98000000,433013274.0
312,3131,100000000,193772504.0
313,76758,94000000,95311434.0
314,9408,85000000,149044513.0
315,9890,90000000,102000000.0
316,855,92000000,172989651.0
317,18,90000000,263920180.0
318,37786,100000000,288347692.0
319,10501,95000000,76432727.0
320,57800,95000000,877244782.0
321,150689,95000000,543514353.0
322,7980,65000000,93525586.0
323,12,94000000,940335536.0
324,122,94000000,1118888979.0
325,121,79000000,926287400.0
326,68737,95000000,114178613.0
327,1995,115000000,274703340.0
328,157353,100000000,103039258.0
329,331,93000000,368780809.0
330,61791,93000000,482860185.0
331,8204,90000000,162839667.0
332,47964,92000000,304654182.0
333,10733,145000000,25819961.0
334,9806,92000000,631442092.0
335,1408,98000000,10017322.0
336,32657,95000000,226497209.0
337,607,90000000,589390539.0
338,863,90000000,497366869.0
339,44048,100000000,167805466.0
340,5175,90000000,347325802.0
341,2655,100000000,155464351.0
342,22794,100000000,242988466.0
343,8355,90000000,886686817.0
344,116745,90000000,188133322.0
345,4327,92000000,264105545.0
346,1422,90000000,289847354.0
347,10674,90000000,304320254.0
348,7446,92000000,188072649.0
349,65754,90000000,232617430.0
350,1572,90000000,366101666.0
351,10528,90000000,524028679.0
352,271969,100000000,94061311.0
353,10865,120000000,186053725.0
354,2253,75000000,200276000.0
355,10661,90000000,201596308.0
356,257344,88000000,243637091.0
357,644,100000000,235926552.0
358,10756,90000000,182290266.0
359,686,90000000,171120329.0
360,9383,95000000,190213455.0
361,179,80000000,162944923.0
362,76285,90000000,174578751.0
363,1996,95000000,156505388.0
364,291805,90000000,334901337.0
365,10003,68000000,118063304.0
366,1535,92000000,143049560.0
367,2067,90000000,60874615.0
368,46195,90000000,484635760.0
369,2277,100000000,93700000.0
370,4477,90000000,140807547.0
371,8665,100000000,35168966.0
372,9387,20000000,79114085.0
373,921,88000000,108539911.0
374,49852,90000000,16178959.0
375,4464,87000000,148336445.0
376,664,92000000,494471524.0
377,8358,90000000,429632142.0
378,9836,100000000,384335608.0
379,2502,75000000,288500217.0
380,9772,85000000,315156409.0
381,161,85000000,450717150.0
382,52451,75000000,132274484.0
383,76492,85000000,358375603.0
384,4523,85000000,340487652.0
385,59961,85000000,208076205.0
386,10481,85000000,183611771.0
387,59108,75000000,152930623.0
388,1581,85000000,194168700.0
389,9798,90000000,250649836.0
390,22897,85000000,219103655.0
391,298,85000000,311312624.0
392,7484,85000000,197309027.0
393,157350,85000000,288747895.0
394,853,68000000,96976270.0
395,10159,85000000,80916492.0
396,9593,85000000,137298489.0
397,1904,85000000,162242962.0
398,9615,85000000,158468292.0
399,297,90000000,142940100.0
400,9884,85000000,78382433.0
401,62764,85000000,183018522.0
402,22538,60000000,47664559.0
403,9341,60000000,74208267.0
404,12107,84000000,123307945.0
405,9637,84000000,275650703.0
406,49049,50000000,41037742.0
407,9339,82500000,237681299.0
408,16281,8000000,21028755.0
409,39691,85000000,112483764.0
410,8247,85000000,222231186.0
411,11253,85000000,160388063.0
412,1949,65000000,84785914.0
413,8452,82000000,96085477.0
414,310,80000000,484572835.0
415,27578,80000000,274470394.0
416,954,80000000,457696359.0
417,70160,75000000,691210692.0
418,45243,80000000,254455986.0
419,364,80000000,280000000.0
420,7518,80000000,343397247.0
421,11544,80000000,145771527.0
422,9986,85000000,144000000.0
423,8656,75000000,140464664.0
424,9291,82000000,190320568.0
425,55301,75000000,342695435.0
426,109418,80000000,246984278.0
427,11665,80000000,230685453.0
428,6964,80000000,266728738.0
429,11324,80000000,294804195.0
430,12193,80000000,163733697.0
431,9928,75000000,260696994.0
432,754,80000000,245676146.0
433,10202,80000000,212874442.0
434,4147,80000000,181001478.0
435,50546,80000000,214918407.0
436,1701,75000000,224012234.0
437,13027,80000000,178066569.0
438,2289,79000000,173013509.0
439,20504,80000000,157107755.0
440,9574,80000000,177977226.0
441,11618,80000000,91188905.0
442,2300,80000000,250200000.0
443,10200,80000000,233093859.0
444,8834,75000000,136982834.0
445,228150,68000000,211817906.0
446,6068,70000000,164000000.0
447,41515,80000000,201584141.0
448,9023,80000000,122563539.0
449,38317,80000000,169852759.0
450,2157,80000000,136159423.0
451,14462,80000000,96105964.0
452,159824,80000000,473226958.0
453,49948,80000000,90874570.0
454,2135,80000000,123729176.0
455,9705,102000000,147080413.0
456,1656,75000000,142400065.0
457,12159,85000000,71485043.0
458,4442,88000000,105316267.0
459,75,70000000,101371017.0
460,19959,80000000,122444772.0
461,11973,80000000,34566746.0
462,11228,80000000,159212469.0
463,77951,80000000,126546518.0
464,5491,44000000,21400000.0
465,10715,80000000,68514844.0
466,10197,80000000,53825515.0
467,9562,80000000,19480739.0
468,9922,80000000,17626234.0
469,9447,90000000,69131860.0
470,274854,90000000,146936910.0
471,8870,80000000,33463969.0
472,9992,86000000,107944236.0
473,10077,80000000,5989640.0
474,76649,130000000,117831631.0
475,453,60000000,313542341.0
476,8587,45000000,788241776.0
477,72545,79000000,355692760.0
478,109451,78000000,248384621.0
479,9533,78000000,209196298.0
480,2023,100000000,108103450.0
481,71880,79000000,149673788.0
482,584,76000000,236350661.0
483,309809,64000000,97571250.0
484,4858,80000000,15071514.0
485,17711,76000000,35134820.0
486,328111,75000000,875958308.0
487,8698,78000000,179265204.0
488,93456,76000000,970761885.0
489,602,75000000,816969268.0
490,330,73000000,229074524.0
491,953,75000000,532680671.0
492,9693,76000000,69959751.0
493,36657,75000000,296339527.0
494,8909,75000000,258270008.0
495,9802,75000000,335062621.0
496,950,80000000,660940780.0
497,1824,75000000,196482882.0
498,2976,50000000,90450008.0
499,11026,80000000,78000586.0
500,75656,75000000,117698894.0
501,38365,80000000,271430189.0
502,594,60000000,219417255.0
503,15189,35000000,73034460.0
504,11678,75000000,215663859.0
505,6538,75000000,119000410.0
506,10555,75000000,367275019.0
507,1125,70000000,154937680.0
508,4551,53000000,95226116.0
509,612,70000000,130358911.0
510,9567,70000000,85632458.0
511,37821,75000000,98159963.0
512,203801,75000000,108145109.0
513,2539,80000000,55041367.0
514,9297,75000000,140175006.0
515,3172,75000000,67631903.0
516,6520,55000000,127600435.0
517,37958,75000000,226904017.0
518,2026,52000000,77944725.0
519,7450,75000000,36754634.0
520,11375,75000000,51142659.0
521,9425,75000000,14567883.0
522,23685,75000000,5409517.0
523,11866,45000000,21009180.0
524,9741,75000000,248118121.0
525,211672,74000000,1156730962.0
526,23629,82000000,89792502.0
527,8688,73000000,103891409.0
528,10153,75000000,13100000.0
529,153518,73000000,349779543.0
530,8676,70000000,111231041.0
531,20829,75000000,61458982.0
532,4349,70000000,86658558.0
533,9718,72500000,162966177.0
534,10808,70000000,176104344.0
535,197,72000000,210000000.0
536,25,72000000,96889998.0
537,35,75000000,527068851.0
538,11086,72000000,37317558.0
539,10477,94000000,54744738.0
540,1997,74500000,62172050.0
541,6947,60000000,256697520.0
542,3050,71000000,294456605.0
543,2675,72000000,408247917.0
544,809,150000000,919838758.0
545,920,120000000,461983149.0
546,4806,70000000,309457509.0
547,7451,70000000,277448382.0
548,228165,74000000,311594032.0
549,3595,80000000,309492681.0
550,16869,70000000,319131050.0
551,879,70000000,300854823.0
552,1573,70000000,240031094.0
553,9257,80000000,116643346.0
554,1903,68000000,203388341.0
555,9697,75000000,42285169.0
556,395,70000000,171183863.0
557,23398,75000000,443140005.0
558,10590,75000000,114660784.0
559,117263,70000000,161025640.0
560,200,70000000,118000000.0
561,44943,70000000,202466756.0
562,587,70000000,122919055.0
563,57212,66000000,177584879.0
564,152760,70000000,154984035.0
565,2756,70000000,90000098.0
566,33909,70000000,134748021.0
567,49017,70000000,215529201.0
568,9882,70000000,116672912.0
569,2270,70000000,135560026.0
570,978,70000000,131457682.0
571,44564,70000000,67112664.0
572,3132,70000000,65977295.0
573,8814,60000000,55987321.0
574,8427,70000000,33561137.0
575,52520,70000000,160112671.0
576,80585,75000000,59418613.0
577,10592,70000000,32287044.0
578,49021,66000000,57777106.0
579,10550,70000000,19924033.0
580,11258,70000000,19870567.0
581,12610,75000000,13596911.0
582,59981,70000000,18662027.0
583,201088,70000000,17752940.0
584,5137,70000000,57958696.0
585,3093,70000000,38629478.0
586,107846,50000000,122915111.0
587,188207,70000000,61279452.0
588,4614,68000000,193000000.0
589,24021,68000000,698491347.0
590,11371,68000000,71069884.0
591,20352,69000000,543513985.0
592,11517,60000000,35431113.0
593,214756,68000000,217022588.0
594,26428,70000000,39041505.0
595,9824,68000000,29762011.0
596,48988,36000000,83160734.0
597,9008,90000000,60289912.0
598,300673,80000000,52099090.0
599,12113,70000000,113280098.0
600,38778,69000000,86387857.0
601,72331,69000000,112265139.0
602,1844,66000000,212404396.0
603,846,66000000,189198313.0
604,9703,67000000,25303038.0
605,857,70000000,481840909.0
606,136797,66000000,203277636.0
607,3981,70000000,374111707.0
608,425,59000000,383257136.0
609,6171,68000000,75715436.0
610,72976,65000000,275293450.0
611,603,63000000,463517383.0
612,568,52000000,355237933.0
613,9021,65000000,172855065.0
614,82695,61000000,441809770.0
615,9489,65000000,250821495.0
616,12133,65000000,128107642.0
617,9342,95000000,250288523.0
618,41733,65000000,211780824.0
619,227306,65000000,163442937.0
620,5551,65000000,128884132.0
621,9350,70000000,255000211.0
622,9208,50000000,150270147.0
623,4244,65000000,69700000.0
624,1852,63000000,162945894.0
625,76493,65000000,179379533.0
626,345,65000000,162091208.0
627,196867,65000000,133821816.0
628,256591,50100000,153962963.0
629,59962,65000000,156974557.0
630,36648,65000000,128905366.0
631,1880,4200000,38376497.0
632,71679,65000000,240159255.0
633,10483,45000000,73762516.0
634,11412,65000000,89456761.0
635,6795,65000000,64321501.0
636,550,63000000,100853753.0
637,11170,65000000,43545364.0
638,9292,65000000,17218080.0
639,100241,65000000,71154592.0
640,257,50000000,42093706.0
641,9947,43000000,56681566.0
642,189,65000000,39407616.0
643,12618,64000000,74608570.0
644,253412,55000000,203427584.0
645,1427,50000000,132180323.0
646,818,63000000,296655431.0
647,16577,65000000,44091067.0
648,329,63000000,920100000.0
649,12160,63000000,25052000.0
650,9331,62000000,215887717.0
651,300168,65000000,121545703.0
652,9072,64000000,101595121.0
653,3536,62000000,127666415.0
654,9087,62000000,107879496.0
655,12177,62000000,41819064.0
656,12138,62000000,18720175.0
657,273248,44000000,155760117.0
658,50359,63000000,183953723.0
659,1271,65000000,422610419.0
660,693,80000000,516642939.0
661,14306,60000000,244082376.0
662,497,60000000,284600000.0
663,9982,150000000,314432665.0
664,210577,61000000,369330363.0
665,2501,60000000,214034224.0
666,710,58000000,352194034.0
667,2275,60000000,149705852.0
668,37165,60000000,264118201.0
669,9837,70000000,218613188.0
670,10708,60000000,164433867.0
671,136400,61000000,131940411.0
672,10992,60000000,93375151.0
673,9654,60000000,176070171.0
674,2642,60000000,93354918.0
675,8916,60000000,171757863.0
676,19899,70000000,171844840.0
677,2119,60000000,157920733.0
678,9641,60000000,129181830.0
679,294254,61000000,311256926.0
680,38167,60000000,204594016.0
681,39514,58000000,71664962.0
682,9563,55000000,100230832.0
683,547,60000000,186883563.0
684,1538,65000000,217764291.0
685,9334,60000000,165333180.0
686,11128,60000000,74541707.0
687,75780,60000000,218340595.0
688,8914,60000000,73648228.0
689,39538,60000000,137551594.0
690,14836,60000000,124596398.0
691,8645,60000000,163403799.0
692,9509,70000000,130293714.0
693,10067,50000000,61112916.0
694,9384,60000000,170268750.0
695,9279,60000000,129832389.0
696,1487,66000000,99318987.0
697,9422,70000000,56702901.0
698,77174,60000000,107139399.0
699,4824,60000000,159330280.0
700,9620,60000000,96269812.0
701,10199,60000000,50877145.0
702,3512,60000000,104324083.0
703,137094,60000000,50549107.0
704,274479,60000000,101134059.0
705,267860,60000000,205754447.0
706,8078,70000000,162000000.0
707,7485,61000000,95696996.0
708,170687,60000000,108255770.0
709,6435,75000000,46683377.0
710,137106,60000000,469160692.0
711,6278,60000000,43061982.0
712,82682,60000000,105200903.0
713,17610,60000000,62357900.0
714,22954,60000000,122233971.0
715,16995,60000000,87784194.0
716,16558,78146652,60000000.0
717,9849,65000000,36850101.0
718,5820,60000000,77920346.0
719,16866,70000000,104945765.0
720,201,60000000,67312826.0
721,11775,60000000,119940815.0
722,12201,80000000,74901339.0
723,11015,60000000,33956608.0
724,9932,60000000,55003135.0
725,13389,60000000,73174566.0
726,17332,60000000,31720158.0
727,4958,80000000,39459427.0
728,786,60000000,47383689.0
729,11679,60000000,71073932.0
730,38321,60000000,78309131.0
731,14411,60000000,26288320.0
732,8413,60000000,26673242.0
733,10052,60000000,52322400.0
734,9676,50000000,49111202.0
735,9664,60000000,17800000.0
736,2100,72000000,27642707.0
737,10384,90000000,14828081.0
738,137321,60000000,30800231.0
739,123553,60000000,90565421.0
740,11260,60000000,50650079.0
741,9009,30000000,25473093.0
742,2309,60000000,57490374.0
743,8285,60000000,39031337.0
744,210860,60000000,30418560.0
745,381902,68490000,193677158.0
746,13922,80000000,10166502.0
747,293660,58000000,783112979.0
748,190859,58800000,542307423.0
749,257445,58000000,158162788.0
750,9007,58000000,102854431.0
751,889,83000000,59468275.0
752,1370,63000000,189015611.0
753,4942,58000000,41299492.0
754,24438,58000000,85280250.0
755,116741,58000000,44000000.0
756,35791,60000000,300228084.0
757,72431,58000000,50365377.0
758,1813,57000000,152944660.0
759,87428,70000000,58058367.0
760,8840,57000000,115267375.0
761,10589,60000000,61347797.0
762,71676,57000000,149217355.0
763,1722,57000000,62112895.0
764,10022,56000000,113006880.0
765,11358,56000000,57223890.0
766,13,55000000,677945399.0
767,6477,60000000,361366633.0
768,1597,55000000,330444045.0
769,10530,55000000,346079773.0
770,1924,55000000,300218018.0
771,9327,54000000,128769345.0
772,8488,70000000,368100420.0
773,8273,55000000,231449203.0
774,109424,55000000,95000000.0
775,35056,55000000,152263880.0
776,8839,50000000,287928194.0
777,156022,55000000,192330738.0
778,7303,55000000,154906693.0
779,8963,53000000,157387195.0
780,1402,55000000,307077295.0
781,9315,55000000,223387299.0
782,8984,55000000,214015089.0
783,795,55000000,198685114.0
784,24,30000000,180949000.0
785,393,30000000,152159461.0
786,9618,55000000,63408614.0
787,9374,55000000,149022650.0
788,8584,55000000,56932305.0
789,2320,55000000,121969216.0
790,58224,55000000,187361754.0
791,1729,55000000,127906624.0
792,175574,55000000,110000000.0
793,8077,50000000,159773545.0
794,8818,55000000,141047179.0
795,8195,55000000,41610884.0
