,id,budget,revenue
796,10586,50000000,75000000.0
797,116149,55000000,259207227.0
798,80035,68000000,68267862.0
799,10632,55000000,34234008.0
800,1792,55000000,33828318.0
801,72197,60000000,118338361.0
802,3580,55000000,113020255.0
803,12123,50000000,60209334.0
804,9566,55000000,18626419.0
805,9833,70000000,154648887.0
806,4517,55000000,74237563.0
807,8202,62000000,52304001.0
808,16072,56000000,12923936.0
809,34314,55000000,11466088.0
810,145220,50000000,80383290.0
811,14623,57000000,28283637.0
812,42297,55000000,89519773.0
813,802,2000000,9250000.0
814,10375,55000000,6416302.0
815,36586,54000000,155010032.0
816,11321,55000000,168167691.0
817,70074,55000000,9489829.0
818,242,54000000,136766062.0
819,9621,57000000,52034889.0
820,1819,54000000,130431368.0
821,8536,54000000,190458706.0
822,8046,54000000,7266209.0
823,1717,55000000,9450897.0
824,479,46000000,107196498.0
825,9444,53000000,139804348.0
826,824,52500000,179213434.0
827,11456,75000000,54249294.0
828,261023,53000000,98837872.0
829,3683,90000000,65900249.0
830,22803,53000000,126690726.0
831,285923,67000000,25037897.0
832,640,52000000,352114312.0
833,97630,40000000,132820716.0
834,9767,52000000,204999686.0
835,11631,52000000,609841637.0
836,32856,52000000,216485654.0
837,6519,50000000,110803676.0
838,8741,52000000,98126565.0
839,49520,52000000,75450437.0
840,1850,82000000,47434430.0
841,524,52000000,116112375.0
842,26389,52000000,52826594.0
843,2123,51000000,149270999.0
844,9907,51000000,72779000.0
845,18239,50000000,709827462.0
846,808,60000000,484409218.0
847,38050,50200000,127869379.0
848,8367,48000000,390493908.0
849,9390,50000000,273552592.0
850,72105,50000000,549368315.0
851,2898,50000000,314178011.0
852,10312,50000000,202292902.0
853,109443,50000000,173649015.0
854,2022,50000000,171269535.0
855,37686,50000000,260095987.0
856,462,52000000,256271286.0
857,9919,50000000,177371441.0
858,187017,50000000,188441614.0
859,628,60000000,223664608.0
860,10201,70000000,225990978.0
861,302699,50000000,216972543.0
862,274167,50000000,242786137.0
863,224141,50000000,212902372.0
864,388,45000000,184376254.0
865,2112,90000000,161626121.0
866,10329,50000000,152022101.0
867,74465,50000000,120081841.0
868,13811,50000000,155446362.0
869,6877,50000000,88715192.0
870,10320,50000000,161451538.0
871,50646,50000000,142851197.0
872,8920,50000000,200804534.0
873,60308,50000000,110206216.0
874,6950,50000000,189859560.0
875,225574,50000000,222809600.0
876,13836,50000000,106303988.0
877,752,54000000,132511035.0
878,6038,50000000,88323487.0
879,9975,50000000,69834815.0
880,11451,50000000,66002004.0
881,12103,50000000,100020092.0
882,60304,50000000,224803475.0
883,2251,50000000,119137784.0
884,46529,50000000,144492830.0
885,231,50000000,94000000.0
886,300671,50000000,69411370.0
887,228326,50000000,97437106.0
888,9754,45000000,82800000.0
889,66,50000000,50068310.0
890,4421,50000000,48169156.0
891,2649,50000000,109423648.0
892,588,50000000,97607453.0
893,71552,50000000,234989584.0
894,9631,50000000,44547681.0
895,216282,50000000,160602194.0
896,306,50000000,119208989.0
897,928,50000000,41482207.0
898,205587,50000000,83719388.0
899,1577,45000000,129394835.0
900,9801,50000000,40203020.0
901,2116,50000000,55495563.0
902,9624,50000000,49000000.0
903,14199,50000000,69425966.0
904,1907,40000000,144056873.0
905,4599,50000000,49718611.0
906,22832,40000000,60462347.0
907,9879,50000000,113309743.0
908,38579,50000000,83761844.0
909,44603,50000000,105197635.0
910,11892,50000000,56714147.0
911,9691,50000000,30303072.0
912,1248,50000000,82169884.0
913,12220,50000000,58900031.0
914,72710,44000000,63327201.0
915,10782,50000000,42792561.0
916,9573,50000000,26199517.0
917,4959,50000000,60161391.0
918,10061,50000000,42277365.0
919,10386,70000000,23159305.0
920,421,50000000,34808403.0
921,316152,50000000,25035950.0
922,11615,50000000,38955598.0
923,241554,50000000,71561644.0
924,2252,51500000,55112356.0
925,11968,50000000,44434439.0
926,10047,60000000,66976317.0
927,38319,49900000,26121638.0
928,69668,50000000,38502340.0
929,9770,50000000,10541523.0
930,11212,50000000,16671505.0
931,10533,50000000,10382407.0
932,38363,22000000,24188922.0
933,9923,50000000,22944502.0
934,11863,50000000,9851610.0
935,18501,50000000,40828540.0
936,109491,60000000,60052138.0
937,329833,50000000,55969000.0
938,12634,50000000,6808550.0
939,47327,50000000,28931401.0
940,15268,50000000,12764201.0
941,10796,49000000,72700000.0
942,9548,49000000,20423389.0
943,18947,50000000,36348784.0
944,1900,48000000,207515725.0
945,89,48000000,474171806.0
946,198184,49000000,104399548.0
947,9481,73000000,151493655.0
948,4547,48000000,196397415.0
949,6415,75000000,108000000.0
950,181283,50000000,3324330.0
951,9896,48000000,85498534.0
952,167,48000000,50315140.0
953,1636,48000000,90383208.0
954,2148,58000000,25928721.0
955,5176,55000000,70016220.0
956,260346,48000000,325771424.0
957,1389,48000000,77745568.0
958,9894,47000000,102825796.0
959,8592,47000000,103738726.0
960,913,48000000,124305181.0
961,11091,48000000,35743308.0
962,1368,15000000,125212904.0
963,5393,47000000,38085778.0
964,9095,47000000,12379402.0
965,8874,38000000,299288605.0
966,320,46000000,113714830.0
967,199,46000000,150000000.0
968,20533,47000000,10539000.0
969,10684,46000000,100860818.0
970,1624,45000000,181000000.0
971,325789,25000000,15436808.0
972,113464,46000000,5200000.0
973,888,46000000,341631208.0
974,82675,45000000,376141306.0
975,4256,48000000,220673217.0
976,1493,45000000,212000000.0
977,88751,45000000,101702060.0
978,11130,40000000,95149435.0
979,9944,45000000,195268056.0
980,10731,45000000,117615211.0
981,7350,45000000,175372502.0
982,9869,45000000,178051587.0
983,4379,43000000,154749918.0
984,146233,46000000,122126687.0
985,2034,45000000,104876233.0
986,926,45000000,90683916.0
987,4248,45000000,141220678.0
988,64328,45000000,165184237.0
989,36647,45000000,131183530.0
990,7214,30000000,76669806.0
991,1537,45000000,94935764.0
992,9360,45000000,136885767.0
993,6282,45000000,113916474.0
994,508,40000000,244931766.0
995,9487,120000000,363258859.0
996,768,35000000,74558115.0
997,2636,45000000,170362582.0
998,10478,45000000,53854588.0
999,9981,45000000,56070433.0
1000,7453,50000000,104478416.0
1001,7737,45000000,148412065.0
1002,232672,40000000,123494610.0
1003,17379,45000000,38399961.0
1004,82525,45000000,82966152.0
1005,9759,25000000,56422687.0
1006,9486,40000000,160583018.0
1007,9906,50000000,55181129.0
1008,841,40000000,30925690.0
1009,4148,35000000,75225693.0
1010,2207,55000000,65664721.0
1011,9381,70000000,72108608.0
1012,20856,45000000,57881056.0
1013,5955,35000000,29400000.0
1014,9899,45000000,38058335.0
1015,9826,45000000,17300889.0
1016,10858,44000000,13681765.0
1017,11439,45000000,60222298.0
1018,9457,45000000,11203026.0
1019,12412,45000000,9323833.0
1020,13184,45000000,42487390.0
1021,2185,40000000,8493890.0
1022,6639,45000000,4607608.0
1023,38153,45000000,2154540.0
1024,58233,45000000,160078586.0
1025,116977,65000000,73706.0
1026,68734,44500000,232324128.0
1027,5503,44000000,368875760.0
1028,27573,40000000,136000000.0
1029,819,44000000,165615285.0
1030,1369,44000000,300400432.0
1031,10895,2600000,84300000.0
1032,10935,44000000,3484331.0
1033,834,50000000,111340801.0
1034,228066,40000000,34227298.0
1035,711,43000000,80049764.0
1036,10027,45000000,50871113.0
1037,11812,43000000,68696770.0
1038,37233,42000000,270248367.0
1039,37950,44000000,48190704.0
1040,27582,40000000,51070807.0
1041,64688,42000000,201585328.0
1042,509,42000000,363889678.0
1043,7443,45000000,224834564.0
1044,5966,42000000,171963386.0
1045,11066,40000000,70100000.0
1046,136795,43000000,158674180.0
1047,8095,31115000,71000000.0
1048,11560,42000000,63781810.0
1049,2637,32000000,55157539.0
1050,709,32000000,156167015.0
1051,49730,42000000,89162162.0
1052,2749,60000000,56359980.0
1053,9607,48000000,20915465.0
1054,1830,42000000,24127895.0
1055,79,31000000,177394432.0
1056,54054,40000000,36893721.0
1057,228967,44000000,12342632.0
1058,46528,42000000,11087569.0
1059,27936,33000000,14000000.0
1060,65,41000000,215000000.0
1061,9476,65000000,117487473.0
1062,745,40000000,672806292.0
1063,49527,42000000,46221189.0
1064,73937,41000000,7448385.0
1065,1885,8000000,90815558.0
1066,168672,40000000,251171807.0
1067,18240,40000000,317375031.0
1068,10398,70000000,177841558.0
1069,165,40000000,332000000.0
1070,240832,40000000,126546825.0
1071,216015,40000000,571006128.0
1072,12279,38000000,197011982.0
1073,1645,40000000,152266007.0
1074,11007,40000000,190212113.0
1075,193756,40000000,149295601.0
1076,11287,40000000,107458785.0
1077,259693,40000000,320170008.0
1078,37799,40000000,224920315.0
1079,10184,40000000,177259441.0
1080,4257,45000000,178262620.0
1081,4234,40000000,161834276.0
1082,196,40000000,244527583.0
1083,257091,40000000,111811453.0
1084,6114,40000000,215862692.0
1085,24803,40000000,129540499.0
1086,109410,40000000,95020213.0
1087,1213,40000000,128798265.0
1088,100042,40000000,169837010.0
1089,9036,40000000,120455994.0
1090,257211,35000000,194564672.0
1091,323675,40000000,124827316.0
1092,9361,40000000,75505856.0
1093,1677,40000000,124731534.0
1094,187,40000000,158733820.0
1095,7461,40000000,151161491.0
1096,16538,41000000,91636986.0
1097,9889,40000000,141069860.0
1098,820,40000000,205405498.0
1099,11565,40000000,138259062.0
1100,6073,57000000,147845033.0
1101,16996,20000000,136267476.0
1102,193610,40000000,196781193.0
1103,19912,40000000,186167139.0
1104,296098,40000000,165478348.0
1105,8007,40000000,91753202.0
1106,32823,40000000,90029656.0
1107,4380,50000000,170128460.0
1108,11551,40000000,54682547.0
1109,10336,40000000,87840042.0
1110,11362,35000000,75395048.0
1111,50348,40000000,85412898.0
1112,48138,30000000,130786397.0
1113,1124,40000000,109676311.0
1114,227159,42000000,107670357.0
1115,68179,40000000,74597643.0
1116,1579,40000000,120175290.0
1117,708,40000000,191185897.0
1118,34851,40000000,126248813.0
1119,1586,40000000,92913171.0
1120,2044,40000000,114830111.0
1121,9913,43000000,91974818.0
1122,10761,40000000,84601681.0
1123,209451,40000000,67347013.0
1124,11975,40000000,45916769.0
1125,4970,40000000,141591324.0
1126,11831,36000000,74000000.0
1127,440,40000000,41797066.0
1128,11172,40000000,145896422.0
1129,39513,40000000,97552050.0
1130,82687,40000000,41863726.0
1131,41446,40000000,97138686.0
1132,8224,40000000,96618699.0
1133,10537,38000000,34416893.0
1134,225886,40000000,126069509.0
1135,10385,40000000,36037909.0
1136,55779,47000000,157887643.0
1137,10647,40000000,55707411.0
1138,11431,30000000,50451307.0
1139,8850,25000000,48063435.0
1140,64685,40000000,55247881.0
1141,38357,40000000,58785180.0
1142,10060,40000000,46442528.0
1143,11398,40000000,30199105.0
1144,1833,40000000,31670620.0
1145,8970,75000000,29000000.0
1146,9306,40000000,49627779.0
1147,11370,40000000,27053815.0
1148,1921,40000000,65754228.0
1149,1683,40000000,62771059.0
1150,203,500000,3000000.0
1151,11858,40000000,24332324.0
1152,62835,40000000,60965854.0
1153,18937,40000000,38172500.0
1154,13536,40000000,22433915.0
1155,10718,40000000,46546197.0
1156,10802,45000000,20350754.0
1157,1887,40000000,60474340.0
1158,10461,63600000,19412993.0
1159,80278,42000000,180274123.0
1160,12704,55000000,14375181.0
1161,10315,40000000,46471023.0
1162,16643,40000000,16872671.0
1163,2687,40000000,14358033.0
1164,194,10000000,173921954.0
1165,8849,60000000,13395939.0
1166,78698,40000000,24719215.0
1167,30943,38000000,28121100.0
1168,9544,40000000,18902015.0
1169,24418,40000000,28169671.0
1170,7288,40000000,19322135.0
1171,10366,45000000,10667893.0
1172,19898,33000000,20645327.0
1173,15074,40000000,10959475.0
1174,1272,50000000,32017803.0
1175,72358,40000000,22044277.0
1176,266396,40000000,13644292.0
1177,9978,40000000,23937870.0
1178,8271,20000000,117760134.0
1179,10428,20000000,7563728.0
1180,110415,39200000,86758912.0
1181,9495,15000000,94000000.0
1182,256040,40000000,100000000.0
1183,24420,39000000,101229792.0
1184,62214,39000000,35287788.0
1185,16320,39000000,38869464.0
1186,8842,39000000,6614280.0
1187,9531,39000000,75850624.0
1188,64807,40000000,44907260.0
1189,12289,80341000,127814609.0
1190,11529,30000000,180622424.0
1191,20943,38000000,205298907.0
1192,9488,38000000,119723358.0
1193,193,38000000,120000000.0
1194,44865,3860000,64076736.0
1195,55787,38000000,114156230.0
1196,10400,50000000,73956241.0
1197,1957,38000000,51801187.0
1198,256961,38000000,107597242.0
1199,5852,53000000,29700000.0
1200,622,38000000,58401898.0
1201,11306,38000000,17380126.0
1202,12508,57000000,16991902.0
1203,25793,10000000,47536959.0
1204,10534,38000000,10300000.0
1205,1091,15000000,19629760.0
1206,87421,38000000,98337295.0
1207,10871,37000000,6482195.0
1208,13600,55000000,17869048.0
1209,68722,32000000,28258060.0
1210,14324,38000000,5410749.0
1211,14325,40000000,9793496.0
1212,299687,38000000,109906372.0
1213,312221,37000000,173567581.0
1214,23168,37000000,154026136.0
1215,76494,40000000,79700000.0
1216,4944,37000000,163720069.0
1217,10488,37000000,100076342.0
1218,96721,38000000,90247624.0
1219,334,37000000,48451803.0
1220,23742,30000000,55583804.0
1221,259694,38000000,112343513.0
1222,62837,37000000,95404397.0
1223,8966,37000000,392616625.0
1224,8470,36000000,102244770.0
1225,11001,65000000,117758500.0
1226,138832,37000000,269994119.0
1227,16911,36500000,21834845.0
1228,2163,36000000,50159144.0
1229,36670,36000000,160000000.0
1230,23048,36000000,64572262.0
1231,227735,36000000,52424533.0
1232,2155,42000000,32168970.0
1233,8409,36000000,44350926.0
1234,222936,37000000,26250020.0
1235,48171,37000000,96047633.0
1236,782,36000000,12532777.0
1237,75531,36000000,3003296.0
1238,11802,37000000,63800345.0
1239,18785,35000000,459270619.0
1240,365222,36000000,156844753.0
1241,817,33000000,310940086.0
1242,268,35000000,411348924.0
1243,943,35000000,321731527.0
1244,22881,29000000,309208309.0
1245,10054,35000000,147934180.0
1246,51540,35000000,117000000.0
1247,44264,38000000,252276927.0
1248,350,35000000,326551094.0
1249,152,35000000,139000000.0
1250,109431,35000000,173965010.0
1251,1598,35000000,182300000.0
1252,8065,35000000,69823199.0
1253,271718,35000000,140795793.0
1254,11638,35000000,68915888.0
1255,409,27000000,231976425.0
1256,2118,35000000,126216940.0
1257,11459,35000000,86369815.0
1258,9348,35000000,113374103.0
1259,377,1800000,25504513.0
1260,8843,33000000,104155843.0
1261,39486,35000000,60251371.0
1262,1273,34000000,95608995.0
1263,13920,32000000,52277485.0
1264,50544,35000000,150483765.0
1265,325133,35000000,108758521.0
1266,140823,35000000,112544580.0
1267,1883,34000000,48169908.0
1268,89492,35000000,88058786.0
1269,22949,35000000,92219310.0
1270,12437,35000000,91353501.0
1271,2959,35000000,69307224.0
1272,11648,30000000,58405313.0
1273,9366,35000000,41954997.0
1274,1576,33000000,102984862.0
1275,609,10700000,122200000.0
1276,13051,35000000,85416905.0
1277,49530,40000000,173930596.0
1278,34806,35000000,77477008.0
1279,49022,35000000,59901913.0
1280,23479,35000000,35323292.0
1281,11667,35000000,99423521.0
1282,423,35000000,120072577.0
1283,10066,40000000,68766121.0
1284,2288,27000000,115505027.0
1285,88794,35000000,84606030.0
1286,13515,35000000,72436439.0
1287,11979,35000000,45479110.0
1288,169,35000000,57120318.0
1289,8090,35000000,32483410.0
1290,11622,35000000,40263020.0
1291,3604,35000000,27107960.0
1292,9541,35000000,36098382.0
1293,94348,45000000,30353232.0
1294,8197,35000000,25105255.0
1295,336004,8900000,4100000.0
1296,35019,35000000,93246388.0
1297,8836,30000000,68369434.0
1298,14442,31000000,27388767.0
1299,321741,35000000,50363790.0
1300,59965,35000000,82087155.0
1301,14175,35000000,19478106.0
1302,11918,35000000,25871834.0
1303,98357,56000000,19701164.0
1304,10012,35000000,19294901.0
1305,49526,35000000,31083599.0
1306,268920,35000000,51680201.0
1307,9093,35000000,29882645.0
1308,119283,35000000,46216641.0
1309,11823,31000000,41512007.0
1310,35169,35000000,39340177.0
1311,849,27000000,16519460.0
1312,4515,35000000,63215872.0
1313,6575,35000000,18317151.0
1314,13496,35000000,13678913.0
1315,18320,35000000,27409889.0
1316,22787,40000000,12206028.0
1317,8967,32000000,54674226.0
1318,144336,35000000,17508518.0
1319,9616,35000000,11560806.0
1320,13056,20500000,10089373.0
1321,14113,35000000,12506188.0
1322,285783,35000000,61181942.0
1323,9726,35000000,42064105.0
1324,20763,35000000,4651977.0
1325,9280,35000000,16838910.0
1326,11876,35000000,15000000.0
1327,22267,38000000,635096.0
1328,1969,35000000,10496317.0
1329,198663,34000000,348319861.0
1330,239573,35000000,14431253.0
1331,10436,34000000,32255440.0
1332,1381,35000000,15304890.0
1333,2162,70000000,11263966.0
1334,127493,35000000,2106557.0
1335,12429,41677699,187479518.0
1336,228205,34000000,63013281.0
1337,2900,75000000,19598588.0
1338,192136,35000000,27330000.0
1339,18254,32000000,40382659.0
1340,881,40000000,243240178.0
1341,10877,50000000,79958599.0
1342,9600,30000000,173959438.0
1343,71469,30000000,64626786.0
1344,85446,33000000,140470746.0
1345,326,33000000,62022014.0
1346,7220,33000000,54700105.0
1347,9763,30000000,27610873.0
1348,72387,30000000,40346186.0
1349,1892,32350000,572700000.0
1350,13460,30000000,22211426.0
1351,8055,32000000,113019290.0
1352,50647,35000000,24159934.0
1353,10719,32000000,173398518.0
1354,9294,32000000,152036382.0
1355,9353,32000000,80197993.0
1356,55721,32500000,288383523.0
1357,109414,32000000,126041322.0
1358,10307,29000000,50041732.0
1359,11978,32000000,48814909.0
1360,22907,32000000,69055695.0
1361,87567,35000000,21819348.0
1362,38322,32000000,83615414.0
1363,45612,32000000,147332697.0
1364,7305,32000000,36733909.0
1365,3594,30000000,77566815.0
1366,157841,33000000,9494789.0
1367,11519,35000000,31755742.0
1368,59,32000000,60740827.0
1369,9335,32000000,85167639.0
1370,12106,32000000,18552460.0
1371,11141,28000000,30016165.0
1372,31867,32000000,18409891.0
1373,10253,70000000,53587404.0
1374,124459,30000000,27437881.0
1375,24662,32000000,3566637.0
1376,182,32000000,5914908.0
1377,28,31500000,89460381.0
1378,38073,32000000,42045846.0
1379,302156,31500000,14708696.0
1380,606,31000000,128499205.0
1381,87502,31000000,161772375.0
1382,698,34000000,210308099.0
1383,120467,30000000,174600318.0
1384,11313,31000000,24185781.0
1385,6488,31000000,53208180.0
1386,10559,31000000,68106245.0
1387,296099,31000000,104384188.0
1388,8012,30250000,115101622.0
1389,1574,45000000,306776732.0
1390,9032,34200000,234801895.0
1391,2770,30000000,287553595.0
1392,862,30000000,373554033.0
1393,1637,30000000,350448145.0
1394,72570,30000000,196114570.0
1395,27569,31000000,15134293.0
1396,10637,30000000,136706683.0
1397,1669,30000000,199200000.0
1398,132363,25000000,115922175.0
1399,9472,20000000,167722310.0
1400,2907,30000000,191502426.0
1401,9273,30000000,212385533.0
1402,9880,37000000,165335153.0
1403,2925,26000000,116400000.0
1404,807,33000000,327311859.0
1405,17654,30000000,210819611.0
1406,11836,30000000,140161792.0
1407,322,25000000,156822020.0
1408,70,30000000,216763646.0
1409,9535,80000000,176885658.0
1410,11036,29000000,115603229.0
1411,6557,30000000,160259319.0
1412,18126,35000000,155545279.0
1413,16340,30,103.0
1414,10333,30000000,74787599.0
1415,4476,30000000,160638883.0
1416,22947,25000000,163670000.0
1417,2755,30000000,105834556.0
1418,82654,35000000,116980662.0
1419,59967,30000000,47042000.0
1420,9598,30000000,254134910.0
1421,82696,30000000,114281051.0
1422,9870,30000000,105173115.0
1423,8292,45000000,92374674.0
1424,8780,30000000,63833449.0
1425,10521,30000000,114663461.0
1426,10762,19000000,69631118.0
1427,10096,37000000,96455697.0
1428,59436,30000000,151119219.0
1429,4133,53000000,83282296.0
1430,10207,80000000,118880016.0
1431,172,30000000,70200000.0
1432,36593,30000000,51132598.0
1433,707,30000000,152427960.0
1434,533,30000000,192452832.0
1435,6023,30000000,156835339.0
1436,6439,30000000,93772522.0
1437,4347,30000000,129266061.0
1438,4105,30000000,45892212.0
1439,76489,30000000,54819301.0
1440,3933,40000000,117195061.0
1441,273481,30000000,84025816.0
1442,307081,30000000,91709827.0
1443,16871,30000000,90810892.0
1444,293863,25000000,65663276.0
1445,41233,30000000,159291809.0
1446,9266,25000000,51842679.0
1447,1262,30000000,53653224.0
1448,4513,30000000,75505973.0
1449,22970,30000000,66486080.0
1450,7278,30000000,84646831.0
1451,9013,30000000,38413606.0
1452,865,27000000,38122105.0
1453,10776,25000000,38748395.0
1454,50456,30000000,63782078.0
1455,9823,30000000,51376861.0
1456,59861,30000000,36160375.0
1457,133805,30000000,82394288.0
1458,12763,30000000,34742066.0
1459,9766,30000000,41480851.0
1460,12244,30000000,48428063.0
1461,109421,30000000,63372757.0
1462,51162,30000000,14460000.0
1463,10152,19000000,39267515.0
1464,9452,30000000,29202884.0
1465,9271,30000000,24048000.0
1466,48340,30000000,108609310.0
1467,14846,35000000,22034832.0
1468,72207,30000000,53909751.0
1469,16232,30000000,21800302.0
1470,43539,30000000,51148651.0
1471,9920,30000000,31070211.0
1472,8978,30000000,35294470.0
1473,11702,30000000,19204929.0
1474,18550,25000000,17193231.0
1475,43347,30000000,102820008.0
1476,3489,30000000,16930884.0
1477,9701,35000000,25224242.0
1478,2122,40000000,26155781.0
1479,10658,37000000,37962774.0
1480,13150,30000000,31148328.0
1481,9042,30000000,15007991.0
1482,17813,30000000,15368897.0
1483,11208,30000000,13001257.0
1484,58151,17000000,24922237.0
1485,11400,30000000,30536013.0
1486,11058,25000000,30114487.0
1487,14844,23000000,12.0
1488,57089,30000000,13521829.0
1489,1947,30000000,18618284.0
1490,8054,30000000,64352607.0
1491,46829,30000000,8454301.0
1492,146238,30000000,62616646.0
1493,9989,30000000,18195610.0
1494,9665,18000000,26828365.0
1495,13967,30000000,35078241.0
1496,9053,21000000,480314.0
1497,4512,30000000,14711793.0
1498,76349,30000000,108348.0
1499,45610,30000000,2527904.0
1500,223702,19000000,140752617.0
1501,254470,29000000,287506194.0
1502,69,28000000,186438883.0
1503,4967,30000000,37036004.0
1504,4912,30000000,33013805.0
1505,12771,29000000,16930185.0
1506,323676,29000000,78636257.0
1507,11249,12000000,24829644.0
1508,9667,29000000,21126225.0
1509,812,28000000,504050219.0
1510,277216,28000000,201634991.0
1511,87,28000000,333000000.0
1512,14444,30000000,100491683.0
1513,2043,60000000,105178561.0
1514,315664,29000000,48902953.0
1515,1428,29000000,98185582.0
1516,562,28000000,140767956.0
1517,15373,28000000,92380927.0
1518,318846,28000000,133346506.0
1519,14292,28000000,64445708.0
1520,924,28000000,102356381.0
1521,2018,35000000,94728529.0
1522,192577,30000000,17137302.0
1523,9428,21000000,71441250.0
1524,2832,30000000,90259536.0
1525,137093,28000000,134402450.0
1526,699,28000000,195312802.0
1527,9778,28000000,77516304.0
1528,8831,27000000,101646581.0
1529,9398,28000000,60780981.0
1530,112949,28000000,97594140.0
1531,10439,28000000,39514713.0
1532,3638,28000000,92601050.0
1533,23483,28000000,96188903.0
1534,62206,28000000,40547440.0
1535,10577,28000000,33000337.0
1536,218778,28000000,100654149.0
1537,4348,28000000,121147947.0
1538,78,28000000,33139618.0
1539,11780,28000000,31596911.0
1540,192102,28000000,52597999.0
1541,2001,21000000,54926886.0
1542,11516,35866397,20217080.0
1543,10025,28000000,38159905.0
1544,15198,28000000,8888143.0
1545,23172,28000000,45236543.0
1546,17834,28000000,8345056.0
1547,10016,28000000,14010832.0
1548,10317,28000000,7002261.0
1549,58431,28000000,16374328.0
1550,9746,28000000,5684789.0
1551,13092,27000000,17286299.0
1552,59859,28000000,60700000.0
1553,13495,24000000,23321954.0
1554,254473,28000000,68896829.0
1555,700,27500000,187500000.0
1556,4964,30000000,219076518.0
1557,10024,30000000,95714875.0
1558,13490,35000000,43650785.0
1559,15927,8000000,27187653.0
1560,1259,15000000,49469904.0
1561,5125,27500000,24748670.0
1562,174,27000000,96900000.0
1563,9437,27000000,60527873.0
1564,525,27000000,115229890.0
1565,10188,27000000,44352417.0
1566,245,27000000,129000000.0
1567,9825,27000000,56870414.0
1568,186,27000000,56308881.0
1569,9549,27000000,21500000.0
1570,61891,30000000,15395087.0
1571,34584,27000000,20158808.0
1572,2666,27000000,27200316.0
1573,13155,25000000,11137801.0
1574,42807,27000000,76000000.0
1575,28355,27000000,29000000.0
1576,8080,27000000,13000000.0
1577,56288,27000000,85564310.0
1578,303858,27000000,93282604.0
1579,1613,28,14.0
1580,16617,27000000,21148829.0
1581,8944,25000000,6673422.0
1582,14560,26000000,183293131.0
1583,10330,26000000,110230332.0
1584,6957,26000000,109449237.0
1585,1934,25000000,289317794.0
1586,169917,28000000,53181600.0
1587,951,15000000,201957688.0
1588,10189,27000000,101624843.0
1589,9454,26000000,65705772.0
1590,2055,22000000,68296293.0
1591,1551,26000000,61489265.0
