id,vote_average,vote_count
19995,7.2,11800.0
285,6.9,4500.0
206647,6.3,4466.0
49026,7.6,9106.0
49529,6.1,2124.0
559,5.9,3576.0
38757,7.4,3330.0
99861,7.3,6767.0
767,7.4,5293.0
209112,5.7,7004.0
1452,5.4,1400.0
10764,6.1,2965.0
58,7.0,5246.0
57201,5.9,2311.0
49521,6.5,6359.0
2454,6.3,1630.0
24428,7.4,11776.0
1865,6.4,4948.0
41154,6.2,4160.0
122917,7.1,4760.0
1930,6.5,6586.0
20662,6.2,1398.0
57158,7.6,4524.0
2268,5.8,1303.0
254,6.6,2337.0
597,7.5,7562.0
271110,7.1,7241.0
44833,5.5,2114.0
135397,6.5,8662.0
37724,6.9,7604.0
558,6.7,4321.0
68721,6.8,8806.0
12155,6.4,4645.0
36668,6.3,3525.0
62211,7.0,3528.0
8373,6.0,3138.0
91314,5.8,3095.0
68728,5.7,3530.0
102382,6.5,4179.0
20526,6.3,2841.0
49013,5.8,2033.0
44912,5.1,2487.0
10193,7.6,4597.0
534,5.9,2463.0
168259,7.3,4176.0
72190,6.7,5560.0
127585,7.5,6032.0
54138,7.4,4418.0
81005,5.5,2598.0
64682,7.3,3769.0
9543,6.2,2317.0
68726,6.7,4794.0
38356,6.1,3299.0
217,5.7,2495.0
105864,6.6,1736.0
62177,6.7,4641.0
188927,6.6,2568.0
10681,7.8,6296.0
5174,6.1,783.0
14161,5.6,4903.0
17979,6.6,1095.0
76757,5.2,2768.0
258489,5.5,2430.0
411,6.7,2629.0
246655,6.4,4721.0
155,8.2,12002.0
14160,7.7,6870.0
15512,6.0,1423.0
1726,7.4,8776.0
44826,7.0,2141.0
8487,5.1,1020.0
1735,5.2,1387.0
297761,5.9,7458.0
2698,5.3,1151.0
137113,7.6,4858.0
9804,5.9,992.0
14869,5.6,1962.0
150540,8.0,6560.0
278927,6.7,2892.0
10138,6.6,6849.0
58595,5.8,3118.0
102651,7.0,4496.0
119450,7.3,4410.0
79698,4.8,34.0
64686,5.9,1326.0
100402,7.6,5764.0
10192,6.0,1959.0
158852,6.2,2846.0
177572,7.8,6135.0
82690,7.1,4570.0
5255,6.4,1474.0
47933,4.9,2491.0
10191,7.5,4227.0
296,5.9,2143.0
118340,7.9,9742.0
157336,8.1,10867.0
27205,8.1,13752.0
315011,6.5,143.0
49051,7.0,8297.0
9799,6.6,3428.0
4922,7.3,3292.0
49538,7.1,5181.0
131634,6.6,3984.0
27022,5.8,1470.0
503,5.5,583.0
241259,6.5,1725.0
810,6.0,2278.0
68735,6.3,2268.0
87101,5.8,3631.0
10140,6.2,1514.0
676,6.6,1791.0
1858,6.6,4040.0
1966,5.6,927.0
675,7.4,5494.0
674,7.5,5608.0
8960,6.2,2961.0
6479,6.9,4853.0
118,6.7,3624.0
2062,7.5,4369.0
272,7.5,7359.0
10527,6.2,1810.0
18360,5.9,1971.0
2080,6.2,4021.0
605,6.4,3096.0
109445,7.3,5295.0
604,6.7,3443.0
76338,6.8,4755.0
76341,7.2,9427.0
13448,6.5,2129.0
10195,6.6,6525.0
13053,6.3,1750.0
19585,5.1,510.0
57165,5.5,1431.0
62213,5.7,2320.0
177677,7.1,3224.0
7978,5.5,549.0
5559,5.7,1171.0
49444,6.7,1880.0
10196,4.7,1151.0
956,6.5,2028.0
117251,6.4,1891.0
50321,5.5,199.0
11619,6.0,874.0
266647,5.9,954.0
82703,6.7,843.0
652,6.9,2759.0
80321,6.4,1808.0
36669,5.8,1092.0
43074,5.3,2142.0
95,6.4,2482.0
608,6.0,3114.0
2310,5.5,841.0
140300,6.7,1603.0
56292,6.8,3972.0
81188,7.1,1922.0
7552,5.9,627.0
616,7.3,1895.0
147441,5.6,1921.0
13475,7.4,4518.0
557,6.8,5265.0
82702,7.6,3106.0
205584,5.3,1277.0
10048,4.9,331.0
13183,7.0,2811.0
944,6.3,767.0
1927,5.3,1533.0
72559,5.4,3025.0
7364,5.7,434.0
2114,5.9,433.0
1771,6.6,7047.0
36643,6.0,862.0
8619,6.9,790.0
50620,6.1,2553.0
65759,5.8,373.0
1724,6.1,3021.0
267935,6.0,1000.0
281957,7.3,6396.0
77950,6.1,1074.0
44896,6.6,2051.0
270946,6.5,1346.0
2503,7.3,2888.0
9502,6.9,3145.0
102899,7.0,5880.0
101299,7.4,6495.0
228161,6.8,1519.0
74,6.2,2322.0
8961,6.3,1564.0
417859,6.4,451.0
27576,6.2,2093.0
86834,5.6,2350.0
17578,6.7,2061.0
673,7.7,5877.0
6972,6.3,694.0
82700,5.0,2532.0
10567,6.2,542.0
181533,6.1,1851.0
38055,6.7,1918.0
671,7.5,7006.0
49524,5.4,1260.0
22,7.5,6985.0
131631,6.6,5584.0
591,6.5,2704.0
172385,6.3,978.0
36658,6.8,3506.0
51497,7.1,2438.0
58574,7.0,3886.0
18823,5.6,2233.0
861,7.1,1710.0
1911,6.4,510.0
49040,6.0,2651.0
415,4.2,1418.0
8871,6.2,1386.0
435,6.2,2392.0
955,5.9,1928.0
2133,6.2,597.0
1979,5.4,2589.0
87827,7.2,5797.0
1250,5.2,1712.0
324668,5.9,2341.0
9471,5.2,914.0
70981,6.3,5080.0
10996,5.4,613.0
68724,6.4,3439.0
2789,6.3,1570.0
97020,5.7,2342.0
7459,5.7,354.0
42888,4.9,223.0
37834,5.9,1547.0
75612,6.4,4800.0
1895,7.1,4116.0
1894,6.4,3992.0
585,7.5,5996.0
76170,6.3,4053.0
1893,6.3,4432.0
49519,6.8,2399.0
2395,5.0,471.0
12100,5.8,341.0
290595,6.0,1523.0
98566,5.8,2636.0
49047,7.3,5751.0
9619,5.7,428.0
308531,5.8,963.0
166424,4.4,2278.0
1593,6.3,2862.0
254128,6.0,2968.0
714,6.0,925.0
2024,6.8,1099.0
163,6.4,2124.0
787,6.5,2965.0
262500,6.2,3829.0
2567,7.0,1489.0
38745,4.9,621.0
40805,5.5,1251.0
53182,6.1,2397.0
41513,5.5,1179.0
13700,5.7,389.0
262504,5.9,1998.0
39254,6.6,2692.0
77931,5.5,695.0
1639,4.1,434.0
80274,6.6,2303.0
1571,6.4,2089.0
120,8.0,8705.0
10204,5.7,672.0
8489,6.7,447.0
10588,4.9,366.0
2048,6.7,3793.0
1495,6.6,1157.0
10137,5.8,959.0
10198,6.7,1247.0
286217,7.6,7268.0
1635,6.5,1770.0
24113,3.7,16.0
9679,6.1,1485.0
98,7.9,5439.0
180,7.1,2608.0
672,7.4,5815.0
36557,7.3,3855.0
869,5.6,1243.0
280,7.7,4185.0
11322,6.5,1344.0
4982,7.4,1502.0
36955,6.8,1116.0
18487,6.2,954.0
39451,5.4,1060.0
27581,6.1,1383.0
9268,5.6,543.0
68718,7.8,10099.0
10545,6.8,1129.0
11688,7.2,1490.0
76163,6.1,2896.0
2059,6.4,1926.0
2486,4.9,967.0
16523,6.4,572.0
116711,6.4,1121.0
37710,6.0,1699.0
9946,5.5,482.0
1372,7.3,2281.0
106646,7.9,6571.0
414,5.2,1498.0
563,6.7,1560.0
83542,6.6,2977.0
41216,6.5,703.0
314,4.2,808.0
184315,5.6,1680.0
9016,7.2,948.0
18162,5.3,381.0
138103,6.1,1795.0
257088,5.5,783.0
10214,3.6,338.0
205775,6.5,1276.0
11692,4.4,142.0
22972,6.4,717.0
227973,6.5,604.0
29193,7.1,73.0
1734,6.0,2206.0
3131,7.1,1910.0
76758,7.1,187.0
9408,5.9,601.0
9890,5.4,334.0
855,7.2,1811.0
77953,5.6,578.0
18,7.3,3885.0
37786,5.4,426.0
10501,7.0,858.0
57800,6.2,2672.0
150689,6.7,2374.0
7980,6.6,1065.0
12,7.6,6122.0
122,8.1,8064.0
121,8.0,7487.0
68737,5.2,957.0
1995,5.7,2192.0
157353,5.9,2295.0
331,5.7,2077.0
61791,7.0,4347.0
8204,6.3,572.0
47964,5.2,3493.0
10733,5.8,106.0
9806,7.4,5152.0
1408,5.7,136.0
32657,6.0,2010.0
607,6.9,4412.0
863,7.3,3806.0
44048,6.3,1165.0
5175,6.4,1054.0
2655,6.3,488.0
22794,6.5,1747.0
8355,6.5,2271.0
116745,7.0,3144.0
4327,5.6,1232.0
1422,7.9,4339.0
10674,7.6,2008.0
7446,6.5,1667.0
65754,7.2,2434.0
1572,6.9,2066.0
10528,7.0,5766.0
271969,5.3,621.0
10865,6.7,1224.0
258509,5.8,428.0
2253,6.7,1173.0
10661,5.5,1048.0
257344,5.6,2513.0
644,6.8,1974.0
10756,5.2,466.0
686,7.2,1308.0
9383,5.6,634.0
179,6.2,392.0
76285,5.9,1648.0
1996,5.5,1418.0
291805,6.7,3235.0
10003,5.9,302.0
1535,6.8,579.0
2067,5.7,369.0
46195,6.5,2166.0
2277,6.9,963.0
10357,5.2,376.0
4477,5.9,290.0
8665,6.1,264.0
9387,6.6,650.0
921,7.3,616.0
49852,5.4,50.0
4464,6.7,216.0
664,6.1,950.0
8358,7.5,3218.0
9836,5.9,1410.0
2502,7.2,2825.0
9772,6.2,840.0
161,7.2,3783.0
52451,5.6,924.0
76492,6.8,2566.0
4523,6.6,1449.0
59961,6.3,1345.0
10481,5.1,313.0
59108,5.8,932.0
1581,6.7,1225.0
9798,6.7,1240.0
22897,6.2,360.0
298,6.5,1999.0
7484,6.1,656.0
157350,6.9,4663.0
853,7.2,999.0
10159,6.4,514.0
9593,6.1,712.0
1904,7.3,652.0
9615,6.1,1705.0
51052,6.7,333.0
297,6.9,1147.0
9884,5.5,427.0
16858,7.3,85.0
62764,5.5,1114.0
22538,7.2,2126.0
9341,5.4,516.0
12107,4.7,332.0
9637,5.4,820.0
49049,6.6,1940.0
9339,6.0,2104.0
16281,6.7,226.0
39691,4.9,119.0
8247,5.9,1799.0
11253,6.5,1527.0
1949,7.3,2023.0
8452,5.7,595.0
310,6.4,3012.0
27578,6.0,2926.0
954,6.7,2631.0
70160,6.9,9455.0
45243,6.2,3739.0
364,6.6,1673.0
7518,6.3,1074.0
11544,7.1,1314.0
9986,5.8,288.0
8656,5.9,855.0
146216,6.4,1526.0
9291,6.2,785.0
55301,5.4,484.0
109418,5.8,1155.0
11665,6.0,1051.0
6964,6.3,410.0
11324,7.8,6336.0
12193,5.3,331.0
9928,6.0,1333.0
754,6.8,1583.0
10202,5.9,901.0
4147,7.3,1077.0
50546,6.3,1543.0
1701,6.5,1270.0
13027,6.3,1018.0
2289,6.7,533.0
20504,6.6,2164.0
9574,5.3,695.0
11618,5.2,369.0
2300,6.5,1288.0
12096,5.6,550.0
10200,5.2,1043.0
8834,6.5,431.0
228150,7.4,3946.0
6068,5.6,332.0
41515,5.2,220.0
9023,7.4,831.0
38317,5.3,498.0
2157,5.0,388.0
14462,6.2,393.0
161795,8.0,1.0
159824,6.7,1497.0
49948,7.0,292.0
2135,5.8,631.0
9822,5.9,208.0
9705,6.1,932.0
1656,5.9,893.0
12159,6.8,577.0
9678,5.2,438.0
4442,5.6,818.0
75,6.1,1509.0
330770,6.4,47.0
9433,6.7,349.0
19959,5.9,1195.0
11973,6.9,189.0
11228,5.8,378.0
77951,5.2,133.0
5491,3.0,255.0
10715,5.6,297.0
10197,5.1,165.0
9562,5.4,318.0
9922,6.1,299.0
9447,5.2,305.0
274854,5.7,1316.0
8870,5.4,267.0
9992,6.0,639.0
36970,7.3,111.0
10077,4.8,111.0
76649,5.2,1267.0
293644,5.3,9.0
453,7.7,3009.0
8587,8.0,5376.0
72545,5.8,1030.0
109451,6.4,915.0
9533,6.7,1115.0
2023,6.5,318.0
71880,4.1,604.0
584,6.2,2028.0
309809,7.6,756.0
4858,5.7,359.0
17711,3.9,87.0
328111,5.9,3462.0
8698,5.7,1155.0
93456,7.0,4637.0
602,6.7,3260.0
330,6.2,2487.0
953,6.6,3237.0
9693,7.4,2071.0
36657,6.8,4097.0
8909,6.4,2528.0
9802,6.9,1456.0
950,6.5,2951.0
1824,6.6,2105.0
2976,6.5,709.0
11026,4.7,183.0
332,4.3,318.0
75656,7.3,5487.0
38365,6.0,1705.0
594,7.0,1910.0
15189,5.7,202.0
11678,5.9,283.0
6538,6.5,338.0
10555,5.8,1557.0
1125,6.6,284.0
4551,5.4,292.0
612,6.9,696.0
9567,6.4,573.0
37821,5.7,772.0
203801,7.1,2265.0
2539,5.8,369.0
9297,6.3,874.0
3172,6.2,302.0
6520,5.9,311.0
1439,6.4,197.0
37958,5.7,880.0
2026,6.2,512.0
7450,6.3,313.0
11375,5.0,166.0
9425,6.1,221.0
25769,5.8,282.0
23685,4.3,78.0
11866,5.7,276.0
9741,6.9,1946.0
211672,6.4,4571.0
23629,5.9,1623.0
8688,5.8,327.0
10153,5.8,476.0
153518,5.9,1022.0
8676,5.4,444.0
20829,5.7,390.0
4349,6.5,513.0
9718,6.2,491.0
10808,4.9,410.0
197,7.7,3336.0
25,6.6,765.0
35,6.9,2264.0
11086,6.6,188.0
10477,4.5,179.0
1997,6.9,180.0
6947,6.2,1071.0
3050,5.4,686.0
2675,6.4,1599.0
809,6.7,2988.0
920,6.6,3877.0
4806,5.7,455.0
7451,5.8,1424.0
228165,5.8,719.0
3595,6.4,470.0
16869,7.9,6430.0
879,6.6,1532.0
1573,6.6,1896.0
9257,5.8,770.0
1903,6.5,1078.0
9697,5.3,409.0
395,5.5,1217.0
23398,5.4,666.0
10590,6.7,521.0
117263,6.2,2981.0
200,6.3,391.0
44943,5.5,1448.0
587,7.6,1994.0
10395,6.0,216.0
57212,7.0,992.0
152760,5.8,1523.0
2756,7.1,808.0
33909,5.8,493.0
49017,6.2,2389.0
9882,6.0,352.0
2270,7.1,1184.0
978,7.0,630.0
44564,5.2,304.0
3132,5.4,228.0
8814,5.0,609.0
8427,5.2,269.0
52520,6.1,1862.0
80585,6.0,385.0
10592,5.9,241.0
49021,6.1,695.0
11535,3.4,106.0
10550,4.3,97.0
11258,5.5,179.0
12610,5.9,228.0
59981,5.9,43.0
201088,5.1,826.0
5137,5.7,439.0
3093,4.6,180.0
107846,6.7,1659.0
188207,4.4,533.0
4614,5.9,437.0
24021,5.8,2301.0
11371,6.7,423.0
20352,7.1,6478.0
11517,5.4,222.0
214756,6.2,2463.0
26428,6.9,395.0
9824,5.7,250.0
48988,5.4,611.0
9008,7.3,481.0
300673,6.3,588.0
12113,6.5,895.0
38778,5.5,531.0
72331,5.5,1269.0
1844,6.0,602.0
846,6.6,488.0
9703,5.0,207.0
857,7.9,5048.0
136797,6.1,1520.0
3981,6.1,992.0
425,7.1,3857.0
6171,5.3,567.0
72976,6.7,1429.0
603,7.9,8907.0
568,7.3,1599.0
9021,5.5,297.0
82695,7.1,1884.0
9489,6.3,838.0
12133,6.5,1062.0
9342,6.3,1183.0
41733,6.2,1685.0
227306,7.3,1400.0
5551,6.3,403.0
9350,6.1,588.0
9208,5.7,453.0
4244,6.0,238.0
1852,5.9,447.0
11820,6.5,393.0
76493,5.9,1743.0
345,7.1,1234.0
196867,6.0,466.0
256591,6.7,2542.0
59962,5.9,1389.0
36648,5.7,1252.0
1880,6.4,215.0
9440,6.1,94.0
71679,5.6,1600.0
10483,6.0,1175.0
11412,6.5,314.0
11983,6.0,208.0
6795,6.1,779.0
550,8.3,9413.0
11170,6.7,186.0
9292,5.4,269.0
10783,4.9,52.0
100241,5.0,687.0
257,6.7,274.0
9947,4.8,575.0
189,6.3,1286.0
12618,5.3,63.0
253412,6.7,1772.0
1427,7.1,1165.0
818,5.9,979.0
16577,6.1,409.0
329,7.6,4856.0
12160,6.5,202.0
9331,6.4,386.0
300168,5.9,145.0
9072,5.3,261.0
3536,6.1,340.0
9087,6.5,195.0
12177,4.3,242.0
12138,5.8,178.0
273248,7.6,4274.0
9955,5.9,569.0
50359,5.5,331.0
1271,7.0,4997.0
693,6.1,1373.0
14306,6.9,1343.0
497,8.2,4048.0
11199,5.6,648.0
9982,5.6,944.0
210577,7.9,5862.0
2501,7.3,3583.0
710,6.6,1174.0
2275,6.1,205.0
37165,7.8,4537.0
9837,6.8,817.0
10708,5.6,506.0
136400,6.6,1589.0
10992,5.0,352.0
9654,6.6,1919.0
2642,5.9,487.0
8916,6.0,1272.0
19899,5.3,588.0
2119,5.9,353.0
9641,5.7,526.0
294254,6.4,3040.0
38167,5.8,636.0
5994,6.5,521.0
39514,6.6,2808.0
9563,6.8,422.0
547,6.7,292.0
1538,7.0,1451.0
9334,5.3,779.0
11128,6.2,207.0
75780,6.3,2998.0
8914,5.6,604.0
13576,6.7,247.0
39538,6.2,1325.0
10628,4.3,203.0
14836,7.3,1386.0
8645,4.9,950.0
9509,7.3,1553.0
10067,4.5,137.0
9384,5.6,644.0
9279,5.5,575.0
1487,6.5,2225.0
9422,6.1,109.0
77174,6.7,789.0
4824,6.1,527.0
9620,5.9,581.0
9302,5.9,50.0
10199,5.8,258.0
10771,5.3,483.0
3512,5.6,210.0
137094,5.9,1173.0
274479,6.4,1581.0
267860,5.8,1621.0
8078,5.9,1365.0
7485,6.9,1462.0
170687,6.6,668.0
6435,6.3,338.0
137106,7.5,3070.0
10040,5.3,425.0
6278,6.0,669.0
82682,6.2,1778.0
17610,4.6,524.0
22954,7.0,1125.0
16995,6.7,484.0
16558,5.7,201.0
9849,5.1,80.0
5820,5.8,225.0
16866,5.6,556.0
201,6.1,479.0
11775,5.8,391.0
87825,6.6,366.0
12201,6.2,487.0
11015,5.8,130.0
9932,5.7,380.0
13389,5.9,375.0
8838,6.0,368.0
17332,6.6,234.0
4958,6.3,251.0
786,7.4,797.0
9513,5.1,464.0
11679,4.7,549.0
38321,5.4,692.0
14411,6.6,372.0
8413,6.5,742.0
10052,6.1,204.0
9676,5.7,287.0
9664,6.3,271.0
2100,7.0,285.0
10384,4.9,109.0
137321,6.0,487.0
123553,6.2,1602.0
11260,5.0,371.0
9009,5.3,274.0
11374,5.7,166.0
2309,6.0,592.0
8285,4.7,320.0
210860,5.4,1055.0
2312,4.1,224.0
9839,6.7,110.0
381902,6.0,24.0
13922,6.8,91.0
293660,7.4,10995.0
9713,4.9,111.0
190859,7.4,4469.0
257445,6.2,995.0
9007,6.5,579.0
889,4.4,134.0
1370,5.7,690.0
4942,5.7,130.0
347969,4.9,388.0
24438,5.1,276.0
116741,6.1,1658.0
35791,5.8,1363.0
72431,5.9,178.0
1813,7.2,1374.0
87428,5.5,453.0
8840,6.4,535.0
10589,6.0,226.0
71676,4.7,1135.0
1722,5.5,145.0
10022,5.8,842.0
11358,6.0,381.0
13,8.2,7927.0
6477,5.5,1177.0
1597,6.6,1698.0
10530,6.7,1457.0
1924,6.9,1022.0
9327,5.4,702.0
8488,6.4,1665.0
10603,5.4,496.0
8273,6.0,1129.0
109424,7.6,2454.0
35056,5.9,1122.0
8839,6.0,1019.0
156022,7.1,2954.0
7303,5.6,485.0
8963,7.0,498.0
1402,7.7,2525.0
9315,6.1,772.0
8984,5.9,210.0
795,6.4,529.0
24,7.7,4949.0
11353,6.0,254.0
393,7.6,3948.0
9618,6.1,458.0
9374,6.3,636.0
8584,6.2,735.0
2320,5.8,256.0
58224,5.7,751.0
1729,6.3,461.0
175574,5.7,254.0
8077,6.2,1633.0
8818,5.9,120.0
8195,6.7,658.0
10586,6.4,236.0
116149,7.0,883.0
80035,5.3,881.0
10632,6.0,189.0
12117,6.2,146.0
1792,5.1,188.0
13260,5.4,251.0
72197,6.4,374.0
3580,7.3,1131.0
12123,5.3,284.0
9566,5.7,194.0
9833,7.0,438.0
4517,6.6,303.0
8202,5.4,703.0
16072,6.1,48.0
34314,5.2,62.0
19724,5.7,134.0
145220,6.2,316.0
14623,4.2,91.0
42297,6.9,573.0
2841,7.1,346.0
802,7.3,395.0
10375,5.3,123.0
36586,6.2,1528.0
11321,7.5,2039.0
70074,5.2,481.0
242,7.1,1546.0
9621,6.1,327.0
1819,5.4,407.0
8536,6.5,629.0
8046,3.5,104.0
1717,5.7,95.0
479,5.5,308.0
9444,7.4,1432.0
824,7.4,1300.0
11456,5.4,113.0
261023,6.3,1242.0
3683,6.7,526.0
22803,7.2,1486.0
285923,6.8,459.0
39437,5.9,26.0
1950,5.4,81.0
640,7.7,3795.0
97630,6.7,1702.0
9767,5.6,832.0
11631,6.4,1386.0
32856,5.7,1013.0
6519,5.1,316.0
8741,7.2,771.0
49520,5.9,736.0
1850,6.9,435.0
524,7.8,1307.0
26389,6.1,675.0
11817,5.1,278.0
2123,6.1,927.0
9907,5.3,225.0
9969,5.1,109.0
18239,5.6,2436.0
808,7.3,4056.0
38050,6.5,1652.0
8367,6.6,909.0
9390,6.7,913.0
72105,6.3,4697.0
2898,7.2,915.0
10312,7.0,832.0
109443,6.0,923.0
2022,5.6,644.0
37686,6.6,2435.0
462,7.1,716.0
9919,6.3,850.0
187017,7.0,3319.0
628,7.2,1516.0
10201,6.4,1813.0
302699,6.2,1650.0
9441,6.9,277.0
274167,5.8,854.0
224141,5.6,1652.0
388,7.3,1630.0
2112,6.7,548.0
10329,5.0,213.0
74465,6.5,909.0
13811,5.9,1486.0
6877,5.5,399.0
10320,5.4,632.0
50646,7.0,2443.0
8920,5.2,820.0
13673,5.2,193.0
60308,7.0,1381.0
6950,6.3,513.0
225574,6.8,2268.0
13836,5.5,509.0
752,7.7,4442.0
6038,6.0,692.0
9975,6.2,106.0
11451,5.1,542.0
12103,6.0,220.0
60304,5.7,3239.0
2251,6.3,276.0
46529,5.9,1567.0
231,6.3,451.0
300671,7.0,938.0
228326,7.3,755.0
9754,5.6,267.0
66,6.4,223.0
4421,6.0,395.0
2649,7.5,1506.0
588,6.3,1067.0
10393,6.1,203.0
71552,6.1,1611.0
9631,6.8,582.0
216282,5.8,817.0
306,5.5,434.0
928,6.2,652.0
205587,7.2,1417.0
6623,5.8,255.0
1577,6.1,1267.0
9801,6.1,750.0
2116,6.1,298.0
9624,4.5,104.0
14199,4.4,269.0
1907,6.3,1233.0
4599,5.9,189.0
22832,6.2,371.0
10390,6.3,88.0
9879,4.4,205.0
38579,5.0,149.0
44603,5.8,510.0
11892,6.0,268.0
9691,6.0,387.0
1248,6.0,654.0
12220,5.9,75.0
72710,6.0,1817.0
10782,6.2,286.0
9573,6.1,206.0
4959,6.0,368.0
10061,5.6,373.0
10386,7.6,1436.0
421,7.1,775.0
316152,6.6,428.0
11615,7.3,480.0
13498,5.4,120.0
241554,6.3,1148.0
2252,7.2,848.0
11968,5.8,458.0
10047,6.2,367.0
38319,5.2,501.0
69668,5.8,391.0
9770,5.9,81.0
11212,5.8,274.0
10533,5.5,108.0
38363,6.5,235.0
9923,6.0,444.0
11863,5.2,44.0
18501,5.6,760.0
109491,5.6,984.0
9275,5.9,132.0
329833,4.7,797.0
12634,5.0,76.0
10416,5.4,37.0
47327,5.3,600.0
15268,3.9,112.0
10796,5.7,437.0
9548,6.2,71.0
18947,7.2,666.0
1900,6.9,562.0
89,7.6,3152.0
96724,6.5,639.0
198184,6.6,3062.0
9481,6.5,826.0
4547,6.5,1267.0
53953,4.3,13.0
6415,6.6,692.0
181283,6.1,547.0
9896,6.0,518.0
167,7.1,695.0
11232,6.0,418.0
1636,5.6,512.0
2148,6.6,68.0
5176,6.9,1188.0
260346,6.1,2200.0
1389,6.5,333.0
9894,5.7,594.0
7504,6.6,9.0
8592,5.9,251.0
913,6.6,339.0
11091,6.5,103.0
1368,7.2,1488.0
593,7.7,357.0
5393,4.6,104.0
9095,5.7,74.0
8874,6.3,584.0
11467,5.5,252.0
320,6.8,1148.0
199,7.0,661.0
20533,4.4,420.0
10684,6.2,232.0
1624,6.4,1424.0
325789,6.6,573.0
113464,6.5,2.0
888,5.0,543.0
82675,6.1,2757.0
4256,5.8,912.0
1493,6.1,961.0
88751,5.8,1309.0
11130,6.0,697.0
9944,6.3,371.0
10731,6.4,278.0
7350,7.0,1111.0
9869,6.3,433.0
4379,5.6,406.0
146233,7.9,3085.0
2034,7.3,1634.0
926,6.9,710.0
4248,5.4,982.0
64328,6.5,501.0
36647,6.5,1905.0
7214,7.3,496.0
1537,5.9,299.0
9360,4.7,610.0
6282,5.8,575.0
508,7.0,1869.0
9487,6.8,2303.0
768,6.6,741.0
2636,5.5,313.0
10478,5.9,150.0
27983,6.2,26.0
9981,5.6,176.0
7453,6.6,1315.0
15045,4.3,69.0
7737,6.1,1292.0
232672,6.6,1006.0
17379,6.4,119.0
8987,6.1,210.0
11359,5.9,134.0
82525,6.2,766.0
9759,6.1,537.0
9486,6.0,852.0
9906,5.5,366.0
841,6.5,562.0
4688,7.1,410.0
4148,6.7,796.0
2207,6.2,661.0
9381,5.4,676.0
9625,4.7,100.0
9304,5.5,154.0
20856,5.3,244.0
5955,6.5,215.0
9899,6.1,151.0
9826,4.7,136.0
21355,5.8,60.0
10858,7.1,71.0
11439,6.7,670.0
9457,6.0,154.0
12412,6.3,90.0
1494,6.6,203.0
13184,5.0,332.0
2185,6.3,80.0
6639,6.4,81.0
38153,4.0,11.0
58233,6.0,1007.0
116977,2.3,28.0
68734,7.1,3423.0
5503,7.2,1220.0
27573,5.5,858.0
819,7.3,715.0
1369,6.3,864.0
9623,5.5,89.0
10895,6.9,1355.0
10935,6.4,55.0
834,6.4,1528.0
228066,5.6,685.0
711,7.0,302.0
10468,6.0,208.0
10027,6.6,518.0
11812,5.3,280.0
37233,6.6,501.0
37950,6.8,566.0
27582,6.3,1045.0
64688,6.7,4074.0
509,7.0,1262.0
7443,6.5,1150.0
5966,5.8,773.0
11066,5.4,134.0
136795,6.5,1575.0
8095,6.7,146.0
87826,6.0,593.0
11560,6.1,184.0
25189,6.5,47.0
2637,6.1,305.0
18480,5.4,518.0
709,5.9,541.0
49730,5.6,922.0
2749,5.7,191.0
9607,4.0,232.0
1830,7.0,1335.0
79,7.2,635.0
54054,5.3,388.0
228967,6.1,2304.0
46528,6.3,136.0
27936,6.8,148.0
65,6.8,1626.0
280391,5.3,125.0
9476,6.6,907.0
10610,5.3,281.0
745,7.7,3147.0
49527,6.2,925.0
73937,5.6,248.0
1885,6.9,891.0
168672,6.8,2807.0
18240,6.7,1804.0
10398,6.2,278.0
165,7.4,3829.0
240832,6.3,5878.0
216015,5.2,3254.0
12279,4.7,511.0
1645,7.0,509.0
11007,6.0,699.0
193756,7.4,1526.0
11287,6.7,354.0
259693,7.0,1949.0
37799,7.1,3391.0
10184,6.2,959.0
4257,5.3,750.0
