id,vote_average,vote_count
4234,5.7,736.0
196,7.1,2900.0
257091,5.9,944.0
6114,7.1,1056.0
24803,6.6,560.0
109410,6.8,787.0
1213,7.0,767.0
100042,5.4,1127.0
9036,6.7,542.0
257211,7.1,1881.0
323675,6.1,555.0
9361,7.1,732.0
1677,7.2,467.0
187,7.2,2691.0
7461,6.2,716.0
16538,6.5,515.0
9889,5.7,731.0
820,7.5,502.0
11565,5.4,371.0
6073,5.8,441.0
16996,6.1,1350.0
193610,6.2,1437.0
19912,5.4,831.0
296098,7.2,2583.0
8007,6.0,457.0
32823,5.9,612.0
4380,5.9,297.0
11551,6.2,511.0
10336,5.0,336.0
11362,7.3,453.0
50348,7.0,902.0
48138,6.5,1265.0
1124,8.0,4391.0
227159,6.1,1536.0
68179,5.7,332.0
1579,7.3,1221.0
708,6.2,440.0
34851,6.0,1206.0
9930,5.8,51.0
1586,6.4,972.0
2044,6.5,670.0
9913,6.4,573.0
71864,6.5,386.0
10761,6.0,394.0
209451,6.8,255.0
11975,6.7,235.0
4970,5.8,629.0
11831,6.8,316.0
9096,5.8,114.0
440,4.9,740.0
11011,5.4,415.0
10641,5.7,135.0
11172,6.2,554.0
39513,6.5,1789.0
82687,5.4,284.0
41446,6.1,902.0
8224,6.1,474.0
10537,6.7,275.0
225886,5.3,1695.0
10385,5.0,40.0
55779,5.9,866.0
10154,5.3,140.0
10647,7.0,432.0
11431,5.9,182.0
8457,5.5,275.0
188161,5.8,1468.0
8850,5.4,138.0
64685,6.9,708.0
38357,6.1,412.0
10060,6.3,186.0
11398,5.6,135.0
1833,6.7,155.0
10391,4.9,71.0
8970,5.0,45.0
9306,4.6,147.0
11370,5.2,56.0
12184,6.4,477.0
1921,6.4,278.0
1683,5.4,205.0
203,7.2,345.0
11858,5.9,81.0
62835,6.5,824.0
18937,6.9,190.0
13536,5.7,92.0
15556,5.9,48.0
10718,4.7,119.0
11062,6.0,67.0
10802,4.9,256.0
1887,6.5,642.0
6071,5.7,81.0
10461,4.8,145.0
80278,7.0,2025.0
12704,4.2,28.0
10315,7.5,1176.0
16643,5.7,124.0
2687,5.7,125.0
194,7.8,3310.0
11025,5.5,185.0
8849,5.6,248.0
78698,6.6,152.0
30943,5.9,54.0
9544,3.2,105.0
24418,5.5,348.0
7288,5.9,482.0
14655,6.3,47.0
24575,5.2,21.0
10366,4.2,135.0
19898,6.5,774.0
4965,6.1,135.0
15074,5.0,28.0
56715,4.8,171.0
1272,7.0,1182.0
72358,6.0,373.0
20542,5.4,15.0
266396,5.5,392.0
9978,5.1,213.0
8271,6.6,1006.0
10428,6.2,398.0
5353,6.6,96.0
11934,7.1,275.0
14392,6.3,83.0
19495,4.3,17.0
110415,6.7,2854.0
77459,6.5,313.0
26486,5.9,15.0
9495,7.3,953.0
256040,7.5,135.0
24420,6.7,798.0
1257,5.8,191.0
62214,6.6,932.0
16320,7.4,1264.0
8842,4.5,32.0
9531,5.3,490.0
64807,6.0,433.0
12289,7.1,205.0
11529,6.0,394.0
20943,6.4,972.0
9099,5.5,94.0
9488,5.3,521.0
193,6.4,452.0
44865,6.3,273.0
55787,6.7,850.0
257932,6.8,19.0
10400,7.2,396.0
1957,6.2,264.0
10833,5.7,254.0
256961,5.0,567.0
5852,5.6,88.0
12312,5.5,40.0
622,6.3,756.0
11306,5.7,80.0
12508,6.0,190.0
25793,6.9,417.0
10534,6.3,86.0
1091,7.8,1588.0
87421,6.2,2035.0
10871,5.8,52.0
13503,5.4,19.0
13600,6.2,605.0
68722,7.0,701.0
14324,4.3,75.0
14325,7.1,71.0
299687,5.6,1945.0
312221,7.3,1915.0
23168,7.0,1468.0
76494,5.8,594.0
4944,6.5,1222.0
10488,5.6,330.0
96721,7.7,2277.0
334,7.5,825.0
23742,5.3,511.0
259694,5.9,1201.0
62837,6.7,163.0
8966,5.8,3561.0
8470,7.0,594.0
11001,6.1,352.0
138832,6.8,2972.0
16911,5.3,23.0
2163,6.6,198.0
36670,5.8,338.0
23048,6.0,894.0
227735,6.7,96.0
2155,5.4,173.0
8409,5.8,258.0
222936,5.2,692.0
31908,6.2,40.0
10219,6.3,32.0
48171,5.8,556.0
782,7.5,1808.0
75531,4.6,14.0
11802,5.2,99.0
9776,5.3,71.0
18785,7.2,6173.0
365222,6.5,379.0
817,6.2,1011.0
268,7.0,2096.0
45054,5.9,27.0
943,6.4,811.0
22881,7.2,1597.0
10054,5.5,867.0
51540,6.5,2277.0
44264,7.2,1668.0
350,7.0,3088.0
152,6.2,530.0
109431,5.6,1645.0
1598,7.0,675.0
8065,6.5,1375.0
271718,5.9,1181.0
11638,5.5,225.0
409,7.0,542.0
2118,7.7,1310.0
11459,5.8,550.0
10806,6.3,177.0
9348,5.5,453.0
377,7.2,1180.0
8843,6.0,436.0
9313,6.3,1018.0
39486,6.8,103.0
1273,6.0,345.0
13920,6.8,141.0
50544,6.5,2237.0
325133,5.6,1462.0
140823,7.3,1226.0
1883,7.2,370.0
89492,5.6,896.0
22949,5.2,210.0
12437,6.2,1428.0
2959,5.2,253.0
9957,5.2,242.0
11648,5.8,140.0
9366,7.4,1147.0
1576,6.4,2065.0
609,7.0,794.0
5516,6.0,415.0
13051,5.2,613.0
49530,6.7,3417.0
34806,5.7,458.0
49022,5.9,296.0
11469,5.1,287.0
23479,6.9,97.0
11667,4.1,325.0
423,8.0,1864.0
2447,6.4,35.0
10066,5.5,677.0
2288,6.7,811.0
88794,6.0,741.0
13515,6.0,485.0
11979,5.4,239.0
169,5.9,730.0
8090,5.9,238.0
11622,6.3,245.0
3604,6.1,233.0
9541,5.8,325.0
94348,5.1,300.0
8197,6.3,157.0
336004,5.6,318.0
35019,6.0,436.0
10410,6.1,81.0
8836,5.5,523.0
14442,5.9,437.0
321741,7.0,823.0
59965,5.6,961.0
14175,5.2,235.0
11004,6.9,161.0
11918,4.9,379.0
98357,5.7,593.0
10012,5.1,167.0
49526,6.2,832.0
268920,5.4,647.0
9093,6.5,159.0
119283,5.7,1455.0
11823,6.0,293.0
35169,4.6,149.0
118957,5.3,191.0
849,5.8,129.0
4515,6.0,216.0
18886,5.7,31.0
6575,6.6,212.0
6440,6.4,108.0
13496,5.7,55.0
18320,7.0,322.0
22787,5.3,220.0
8967,6.5,987.0
37498,4.7,64.0
144336,5.5,555.0
9616,4.8,91.0
13056,5.6,294.0
14113,4.9,135.0
285783,6.9,1121.0
49478,4.7,9.0
9726,6.5,357.0
20763,6.6,53.0
9702,7.7,115.0
9311,6.6,60.0
9280,6.2,142.0
26843,7.4,34.0
11876,6.7,25.0
22267,6.6,49.0
45958,7.0,291.0
1969,5.8,307.0
310706,0.0,
198663,7.0,5371.0
239573,5.0,320.0
10436,7.0,169.0
1381,6.8,827.0
2162,5.3,29.0
127493,5.1,344.0
12429,7.5,926.0
228205,7.3,1064.0
2900,5.4,254.0
21311,5.3,18.0
77875,5.4,240.0
192136,6.5,224.0
18254,7.1,67.0
881,7.1,877.0
10877,5.3,110.0
9600,5.6,506.0
202575,6.3,121.0
71469,4.8,469.0
85446,6.7,663.0
326,5.1,497.0
10685,4.9,110.0
7220,6.1,766.0
9763,6.6,238.0
72387,6.3,799.0
12596,5.7,116.0
1892,7.9,4665.0
13460,5.8,363.0
8055,7.2,813.0
50647,5.3,394.0
10719,6.4,987.0
9294,6.2,323.0
11888,5.3,185.0
9647,6.7,390.0
9353,5.6,359.0
55721,6.5,1661.0
109414,6.3,2359.0
10307,6.0,242.0
11978,7.0,544.0
22907,6.0,394.0
87567,5.7,414.0
38322,5.3,313.0
45612,7.1,2699.0
7305,6.7,374.0
3594,6.3,1018.0
157841,6.7,232.0
11519,5.6,143.0
12920,6.3,67.0
59,6.9,832.0
9335,6.2,1061.0
12106,6.3,427.0
11141,5.6,104.0
8649,6.6,225.0
31867,6.2,620.0
10253,4.0,104.0
3587,5.4,44.0
124459,5.3,724.0
24662,7.1,24.0
32274,7.2,18.0
182,5.9,86.0
5494,5.0,13.0
28,8.0,2055.0
38073,6.0,262.0
2054,6.9,113.0
302156,5.7,557.0
606,7.0,279.0
87502,6.5,2415.0
698,5.9,541.0
120467,8.0,4519.0
11313,6.4,131.0
6488,6.2,433.0
10559,7.0,462.0
296099,6.2,1195.0
8012,6.4,302.0
1574,6.9,677.0
9032,6.1,875.0
2770,6.0,1344.0
862,7.7,5269.0
1637,6.8,1783.0
72570,7.0,1293.0
27569,6.0,89.0
10637,7.4,821.0
1669,7.2,957.0
132363,7.2,1101.0
9472,6.2,981.0
2907,6.7,848.0
9273,6.1,1099.0
9880,6.5,1023.0
2925,6.5,166.0
807,8.1,5765.0
17654,7.3,3382.0
11836,6.7,574.0
322,7.6,1422.0
70,7.7,2439.0
9535,6.4,503.0
11036,7.7,3067.0
6557,6.1,978.0
18126,6.0,449.0
16340,6.0,100.0
10333,5.9,56.0
4476,7.2,619.0
22947,6.7,1205.0
2755,6.7,362.0
82654,6.4,2652.0
59967,6.6,4697.0
16300,4.9,95.0
9598,6.0,733.0
82696,5.8,284.0
9870,6.4,1172.0
8292,6.7,607.0
8780,5.8,205.0
9715,5.8,81.0
10521,5.9,856.0
10762,5.3,214.0
10096,6.3,1204.0
59436,7.4,1990.0
227783,5.5,319.0
4133,7.4,1317.0
10207,5.8,196.0
172,5.6,376.0
21972,5.7,100.0
36593,6.3,521.0
707,6.0,506.0
533,6.8,643.0
6023,6.9,977.0
6439,5.1,123.0
4347,7.4,1049.0
37056,6.6,796.0
4105,6.2,243.0
76489,4.9,140.0
3933,7.2,1894.0
9918,7.2,144.0
273481,7.2,2416.0
307081,7.3,2067.0
16871,6.2,966.0
293863,7.4,1990.0
13156,6.9,260.0
41233,6.6,582.0
9266,5.6,159.0
1262,7.1,721.0
4513,6.2,767.0
22970,6.5,2263.0
7278,3.7,359.0
9013,7.2,238.0
865,6.4,703.0
10776,6.6,384.0
50456,6.5,1263.0
9823,3.8,221.0
59861,5.7,359.0
133805,5.8,1463.0
12763,6.6,162.0
9766,6.5,206.0
14034,5.1,66.0
12244,6.6,1262.0
109421,6.4,1323.0
11137,5.9,278.0
51162,6.8,258.0
10152,4.1,210.0
9452,6.3,66.0
239566,6.4,158.0
53113,6.2,27.0
9271,5.4,163.0
4474,4.8,442.0
184346,5.9,690.0
48340,5.8,339.0
14846,5.2,112.0
72207,5.7,457.0
16232,5.0,66.0
43539,6.9,905.0
9920,4.8,458.0
8978,6.0,311.0
11702,6.0,127.0
18550,5.2,47.0
8869,5.4,295.0
43347,6.6,1233.0
3489,5.7,313.0
9701,6.8,125.0
2122,5.5,278.0
37707,5.5,671.0
10658,5.1,221.0
13150,6.3,240.0
9042,5.1,202.0
17813,5.0,68.0
11208,6.7,157.0
58151,6.0,603.0
11400,6.4,330.0
10350,4.0,72.0
28902,5.4,44.0
14164,2.9,462.0
76640,5.7,1266.0
11058,4.7,114.0
14844,6.1,152.0
57089,4.8,131.0
1947,6.7,161.0
8054,6.3,869.0
46829,7.2,129.0
146238,5.5,543.0
9989,5.8,153.0
9665,7.4,383.0
311,8.2,1069.0
102362,5.9,638.0
11162,6.7,144.0
6016,6.0,31.0
17186,5.4,29.0
13967,6.3,141.0
2008,5.0,29.0
9053,5.0,205.0
4512,7.0,776.0
76349,5.0,41.0
31203,5.9,306.0
265208,5.4,656.0
45610,6.4,286.0
50135,5.5,90.0
1874,7.0,38.0
271331,3.0,16.0
215211,5.8,195.0
367961,6.4,7.0
10955,6.6,69.0
223702,5.6,2238.0
254470,6.8,1940.0
69,7.3,718.0
4967,5.9,159.0
9449,5.8,135.0
11499,7.2,328.0
4912,6.6,275.0
12771,5.0,85.0
323676,5.5,431.0
12506,6.9,51.0
24071,6.3,26.0
11249,4.9,287.0
9667,6.8,455.0
812,7.4,3416.0
277216,7.7,1355.0
87,7.1,2781.0
14444,5.7,147.0
2043,6.1,400.0
315664,6.6,392.0
1428,6.2,594.0
562,7.5,3948.0
15373,6.4,564.0
318846,7.3,2607.0
26320,6.2,127.0
14292,7.0,159.0
924,6.8,1016.0
2018,5.5,427.0
192577,6.5,356.0
9428,7.4,1286.0
2832,7.1,1061.0
137093,6.4,799.0
699,6.3,490.0
9778,6.6,521.0
8831,5.5,282.0
9398,6.1,1337.0
112949,6.9,823.0
10439,6.4,471.0
3638,6.1,327.0
23483,7.1,4645.0
62206,5.6,531.0
10577,4.6,148.0
218778,6.1,493.0
4348,7.7,1358.0
78,7.9,3509.0
11780,6.5,148.0
192102,6.0,883.0
2001,6.5,323.0
10383,4.5,38.0
11516,7.0,49.0
10025,5.8,491.0
15198,6.0,69.0
23172,5.5,345.0
17834,5.5,46.0
10016,4.8,296.0
10317,5.8,195.0
58431,5.5,640.0
9746,6.8,91.0
13092,6.2,244.0
59859,6.3,2224.0
13495,5.6,61.0
254473,5.7,615.0
700,6.2,527.0
4964,6.2,1214.0
10024,7.1,598.0
13490,5.7,57.0
15927,6.9,67.0
1259,6.9,235.0
5125,6.2,205.0
174,6.7,413.0
9583,5.6,65.0
9437,6.2,345.0
525,7.5,1065.0
10188,6.0,238.0
63574,6.7,33.0
245,6.6,607.0
9825,5.5,247.0
186,7.4,1323.0
9549,7.3,235.0
61891,6.3,288.0
34584,7.0,1002.0
2666,7.2,828.0
12783,6.7,396.0
13155,6.7,120.0
42807,5.9,44.0
28355,6.1,563.0
8080,5.5,98.0
5126,6.8,79.0
56288,4.4,222.0
303858,6.5,1068.0
1613,5.9,173.0
31582,5.9,56.0
16617,6.3,333.0
8944,5.2,127.0
41488,5.9,23.0
37028,6.9,6.0
14560,5.2,788.0
10330,6.0,879.0
6957,6.2,1983.0
1934,6.8,796.0
169917,6.2,1131.0
951,5.8,628.0
10189,6.6,1148.0
9454,6.8,399.0
2055,7.0,262.0
1551,6.3,404.0
5902,6.9,207.0
11460,6.2,455.0
9358,5.9,1023.0
134,7.3,1112.0
22894,5.2,629.0
134374,6.1,1573.0
1901,5.9,194.0
15028,4.9,89.0
11509,7.1,146.0
7445,6.8,633.0
17047,5.2,144.0
62838,5.7,718.0
2057,5.8,198.0
70436,6.1,426.0
16784,4.8,54.0
8011,4.5,110.0
31640,5.5,34.0
9092,6.0,62.0
2779,6.5,165.0
316002,3.9,95.0
36355,5.3,84.0
238615,6.3,1091.0
1985,6.8,417.0
615,6.9,864.0
788,7.0,1591.0
380,7.6,1709.0
13223,7.8,3086.0
10523,6.1,143.0
8681,7.2,4369.0
239571,7.2,765.0
619,6.1,661.0
424,8.3,4329.0
50014,7.8,1910.0
162903,5.7,364.0
11024,5.4,500.0
208763,4.9,71.0
6466,5.8,594.0
254024,4.7,64.0
12589,5.6,231.0
7191,6.4,2251.0
1497,5.8,286.0
117,7.6,1384.0
6977,7.7,3003.0
168530,6.1,853.0
634,6.5,1356.0
392,6.8,951.0
10327,5.1,377.0
88042,5.7,210.0
41630,6.1,1331.0
11969,7.4,626.0
2085,6.0,330.0
794,7.2,476.0
9286,5.8,974.0
77877,6.8,946.0
1265,7.0,1113.0
866,7.2,1223.0
175555,7.0,35.0
75174,6.4,1451.0
11096,6.1,440.0
8699,6.7,1493.0
769,8.2,3128.0
10923,5.0,284.0
11283,6.4,711.0
111,8.0,2948.0
11676,6.3,174.0
746,7.4,355.0
77866,6.1,770.0
9416,5.9,87.0
7345,7.9,1537.0
14317,5.8,44.0
20694,5.6,61.0
12277,5.5,112.0
9779,6.3,386.0
2140,6.4,298.0
12620,5.6,529.0
14177,5.4,115.0
198185,6.6,259.0
227156,6.4,1798.0
10735,5.8,368.0
11351,5.5,299.0
10030,5.5,444.0
10623,5.8,236.0
590,7.0,451.0
9655,6.4,671.0
1268,6.1,663.0
11237,4.9,199.0
190955,6.0,171.0
5123,7.1,797.0
4518,7.1,334.0
11932,5.5,350.0
11165,6.9,147.0
6116,4.7,123.0
57431,5.4,325.0
21724,4.7,71.0
278,8.5,8205.0
9290,4.7,146.0
11543,6.7,244.0
284536,5.7,543.0
152737,6.9,483.0
13374,5.9,185.0
8976,6.5,318.0
319888,7.2,661.0
9469,6.7,134.0
1909,6.2,183.0
22971,6.6,1262.0
34813,6.2,515.0
46261,5.4,341.0
10431,6.0,414.0
8051,6.9,530.0
9352,6.5,656.0
10167,4.6,82.0
18147,5.4,66.0
17170,4.7,28.0
18975,5.0,54.0
15487,6.9,110.0
22825,5.4,597.0
11152,5.6,265.0
1831,4.3,29.0
43931,5.2,147.0
10591,6.3,824.0
10861,5.2,101.0
12770,4.4,46.0
276907,6.7,973.0
10074,6.3,313.0
65055,4.9,132.0
10397,7.0,59.0
200505,6.5,304.0
11954,6.2,135.0
60309,6.2,137.0
9787,7.0,210.0
293646,6.0,378.0
6978,7.1,705.0
133698,5.6,194.0
59440,7.7,1272.0
1770,6.7,97.0
10655,6.6,90.0
8988,6.1,82.0
15992,4.6,45.0
17707,6.2,111.0
77883,5.8,498.0
40001,5.3,25.0
64639,5.5,144.0
9903,6.4,60.0
21338,5.7,34.0
20766,6.8,1087.0
24264,5.0,22.0
19803,5.5,28.0
20309,4.8,47.0
9912,7.3,166.0
9067,5.5,138.0
27360,5.1,14.0
8338,6.4,387.0
168705,3.5,118.0
72113,7.0,738.0
9729,5.9,66.0
94352,6.1,58.0
22256,6.2,19.0
12404,6.6,49.0
152742,7.7,704.0
11699,6.0,326.0
49953,5.6,151.0
48034,7.1,380.0
39845,6.0,21.0
25353,3.8,7.0
36696,6.3,10.0
109091,5.0,712.0
38543,6.2,227.0
33157,7.0,31.0
290864,6.5,114.0
242166,4.1,26.0
859,7.0,257.0
83770,5.5,301.0
168,6.9,477.0
1246,6.5,835.0
4233,6.1,840.0
174751,5.4,285.0
184098,6.4,225.0
2069,6.2,531.0
1788,6.4,505.0
11635,6.6,541.0
177,7.2,341.0
3600,5.1,374.0
2621,6.1,67.0
10358,6.1,721.0
10480,5.9,111.0
10313,5.9,742.0
18828,5.5,24.0
3558,7.6,721.0
13476,5.5,160.0
10208,5.8,92.0
24961,5.9,58.0
20697,4.7,49.0
20761,5.7,53.0
70868,5.0,141.0
43593,5.3,581.0
6478,6.5,55.0
40688,4.1,19.0
26672,6.8,26.0
45881,5.4,15.0
41283,6.1,568.0
4935,8.2,1991.0
19908,7.2,3550.0
10663,5.9,512.0
1891,8.2,5879.0
9737,6.5,1699.0
37137,6.6,546.0
9532,6.4,1378.0
10316,6.5,910.0
2787,6.7,1789.0
12658,6.0,118.0
152601,7.9,4097.0
10866,6.3,325.0
227707,5.1,73.0
21349,5.9,66.0
19150,6.4,11.0
70435,5.6,505.0
580,3.5,224.0
9819,6.6,124.0
13579,6.5,11.0
20024,6.6,55.0
2453,6.1,82.0
6973,6.6,261.0
11156,6.6,246.0
354110,5.8,101.0
22215,5.9,56.0
11632,5.5,73.0
30596,6.5,57.0
3021,6.5,1343.0
957,6.7,902.0
256917,6.8,431.0
251,6.9,1339.0
544,6.5,1590.0
11395,6.3,489.0
14635,6.5,110.0
13680,6.0,428.0
688,7.3,385.0
11090,4.6,304.0
783,7.4,716.0
228194,7.3,508.0
1642,5.6,354.0
10950,7.2,530.0
235260,5.9,83.0
277,6.6,2512.0
8999,6.1,319.0
11323,6.0,301.0
10445,6.8,61.0
11453,4.7,225.0
146239,6.2,551.0
205588,6.0,160.0
10878,5.4,154.0
82650,6.0,223.0
10279,6.3,112.0
2294,6.4,480.0
2176,5.4,201.0
270487,5.7,1309.0
19366,5.3,72.0
204082,6.4,875.0
24100,6.1,77.0
1599,6.2,239.0
5550,4.2,305.0
30379,3.6,8.0
42586,4.9,8.0
17709,3.8,48.0
287948,5.2,559.0
7548,5.9,128.0
9075,7.2,277.0
11661,7.2,212.0
109513,5.5,224.0
12085,5.9,140.0
204922,6.2,659.0
38985,7.4,98.0
44113,5.2,192.0
21494,6.7,45.0
164457,6.5,720.0
4566,6.5,501.0
17795,6.3,46.0
1073,7.0,239.0
153158,6.0,122.0
81836,5.6,546.0
10724,5.5,139.0
9473,7.1,893.0
2196,6.9,497.0
1499,5.1,184.0
20857,6.3,123.0
82693,6.9,4742.0
1646,7.5,356.0
44944,7.0,22.0
4108,6.6,1692.0
8456,6.4,497.0
7341,5.1,76.0
19255,6.7,189.0
10187,5.8,65.0
31005,6.5,52.0
49517,6.6,840.0
44857,5.5,14.0
50780,6.3,276.0
16363,5.9,41.0
1946,6.7,475.0
85,7.7,3854.0
772,6.3,2395.0
840,7.2,1098.0
9682,5.0,150.0
96,6.1,613.0
10678,5.4,183.0
274,8.1,4443.0
8872,6.5,728.0
16290,6.4,428.0
579,5.9,406.0
14405,4.9,209.0
138843,7.4,3092.0
11637,5.2,221.0
226486,5.0,500.0
1584,6.7,1414.0
9312,5.4,442.0
12153,6.3,679.0
65057,6.7,934.0
8326,6.7,383.0
35690,6.9,923.0
76203,7.9,3674.0
13497,6.2,116.0
35688,6.1,29.0
162,7.5,3601.0
296096,7.6,2562.0
103370,5.9,52.0
1051,7.4,422.0
376659,6.3,1252.0
10073,3.6,222.0
16690,6.1,290.0
273895,7.4,817.0
14873,5.6,269.0
8968,4.6,191.0
9963,5.8,381.0
15655,6.3,143.0
21208,6.7,1261.0
272878,6.8,276.0
9760,3.2,326.0
314365,7.8,2686.0
13279,5.9,292.0
1975,5.2,283.0
33644,6.0,24.0
1649,5.9,308.0
9895,5.8,129.0
9570,6.1,131.0
27579,5.8,481.0
16052,7.0,114.0
40264,4.2,315.0
1164,6.9,1055.0
239678,6.5,505.0
14359,7.0,435.0
3989,6.6,660.0
76617,5.3,465.0
1710,6.4,194.0
4258,4.6,793.0
20391,6.2,63.0
10139,7.1,612.0
335778,5.7,295.0
9645,5.3,531.0
55465,6.0,328.0
617,6.3,444.0
19904,5.4,167.0
48289,6.3,257.0
243,7.0,628.0
6933,4.7,171.0
17182,5.8,63.0
8848,6.6,697.0
38,7.9,3652.0
38303,6.0,368.0
1266,6.3,363.0
107985,6.7,1778.0
14043,5.8,143.0
19901,6.0,634.0
34016,5.9,525.0
59860,6.0,593.0
10069,5.3,155.0
9588,6.5,119.0
12819,5.3,124.0
9954,5.2,288.0
10115,6.3,148.0
25132,5.1,44.0
577,6.7,175.0
328387,7.1,2181.0
12690,6.3,299.0
9945,5.8,255.0
539,8.2,2320.0
13596,5.4,220.0
226857,6.7,542.0
13159,5.6,130.0
47941,4.9,7.0
526,6.8,260.0
22796,6.5,52.0
2355,7.1,334.0
5915,7.8,3045.0
9842,5.6,111.0
61012,5.0,432.0
755,6.9,1603.0
13682,6.4,88.0
9089,6.3,39.0
9470,7.2,831.0
18357,4.3,20.0
7979,7.3,394.0
470,7.2,918.0
15644,5.8,52.0
9582,5.3,83.0
10642,5.0,120.0
22074,7.0,167.0
2428,6.5,41.0
290751,6.2,336.0
13805,3.0,240.0
4597,5.5,208.0
9414,6.5,125.0
63492,6.2,671.0
81796,5.8,715.0
10710,4.8,139.0
15092,5.9,861.0
11382,7.0,130.0
15005,6.1,12.0
8198,6.4,81.0
6963,6.0,289.0
15070,6.1,139.0
12797,6.4,286.0
17134,5.7,220.0
41402,6.7,641.0
18885,4.5,48.0
4953,6.2,424.0
10773,6.4,62.0
146198,5.6,797.0
2639,7.3,187.0
10563,5.4,62.0
295964,6.3,950.0
5971,5.6,105.0
9716,6.5,147.0
11835,6.5,297.0
26171,6.5,284.0
31117,1.9,35.0
9074,5.4,133.0
14396,4.7,78.0
15673,6.4,24.0
42618,6.5,15.0
171274,6.5,833.0
24432,3.2,18.0
109417,5.9,88.0
13948,4.1,20.0
106747,5.3,631.0
10929,5.8,82.0
14220,4.7,69.0
46435,6.7,41.0
256962,7.0,185.0
48231,6.2,571.0
3509,6.8,532.0
82684,7.0,216.0
12142,3.1,173.0
23367,5.4,126.0
10740,5.9,179.0
241239,6.5,546.0
14582,6.3,26.0
14914,6.3,59.0
3902,6.6,195.0
77948,4.8,271.0
21755,6.8,203.0
4960,7.4,278.0
128,8.2,1983.0
14652,5.7,20.0
40932,4.9,9.0
16608,7.1,218.0
334531,6.8,36.0
32316,3.3,12.0
7299,6.9,1552.0
13405,6.5,52.0
19457,6.0,97.0
112937,2.2,8.0
314385,5.4,156.0
8953,6.4,102.0
29078,5.8,14.0
46503,5.9,286.0
10448,6.2,33.0
13688,6.1,107.0
10353,5.8,221.0
43935,4.5,139.0
11458,5.5,48.0
44638,6.0,31.0
241257,5.3,585.0
14538,6.6,35.0
13250,6.3,130.0
133931,5.3,68.0
280871,5.0,3.0
239897,0.5,1.0
184341,6.1,109.0
334074,5.4,404.0
199373,6.1,465.0
14202,7.1,312.0
6968,7.1,157.0
581,7.6,1046.0
52449,5.4,1584.0
12150,6.7,141.0
11247,6.1,713.0
4232,7.0,1476.0
9378,5.4,440.0
694,8.1,3757.0
105,8.0,6079.0
11377,5.5,209.0
26367,6.0,40.0
385383,3.9,8.0
41210,5.9,583.0
12090,5.3,404.0
62630,6.5,208.0
16110,4.6,8.0
29427,6.2,633.0
129,8.3,3840.0
244114,5.9,43.0
2669,6.5,108.0
203833,7.4,1486.0
13523,6.0,342.0
25195,6.4,465.0
17277,6.0,33.0
50725,6.2,208.0
82631,5.8,40.0
73191,5.6,5.0
22479,6.1,12.0
340611,6.8,69.0
10065,6.0,588.0
2757,7.3,638.0
11683,6.0,381.0
244339,5.8,11.0
1878,7.2,1301.0
23082,6.0,518.0
195589,6.2,2713.0
854,6.6,2472.0
2280,6.9,993.0
496,6.5,1579.0
8835,6.1,882.0
157,6.4,434.0
8643,6.3,659.0
10402,5.5,308.0
218043,3.7,392.0
9043,6.2,249.0
21301,5.6,74.0
10147,6.5,656.0
816,6.5,1013.0
302688,5.5,322.0
60307,6.3,238.0
106,7.3,2093.0
279,7.8,1076.0
8617,4.8,167.0
10625,6.9,2320.0
10934,6.4,172.0
5279,6.8,246.0
10013,5.9,136.0
194662,7.4,4535.0
160588,7.0,1098.0
9829,6.9,367.0
10028,6.0,303.0
10535,4.9,147.0
790,6.4,311.0
43959,6.9,342.0
10364,6.7,72.0
16991,5.6,225.0
9610,5.8,383.0
1578,7.7,938.0
25643,5.6,180.0
11904,6.7,167.0
28665,5.5,135.0
44115,7.0,2606.0
10569,6.4,155.0
10560,6.8,90.0
333348,5.4,167.0
20483,4.9,76.0
